eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry,points_list,long_points_list
21,88,85,391.06603084763583,1,25,residential,12175498,110383328,110383326,"LINESTRING (-122.6986008 37.904174, -122.7011858 37.9070391)","[(-122.6986008, 37.904174), (-122.7011858, 37.9070391)]","[(-122.6986008, 37.904174), (-122.69864049183853, 37.90421799268341), (-122.69868018367708, 37.90426198536681), (-122.69871987551562, 37.90430597805022), (-122.69875956735416, 37.90434997073363), (-122.69879925919271, 37.904393963417036), (-122.69883895103125, 37.90443795610044), (-122.69887864286979, 37.90448194878385), (-122.69891833470834, 37.904525941467256), (-122.69895802654688, 37.904569934150665), (-122.69899771838541, 37.90461392683407), (-122.69903741022397, 37.904657919517476), (-122.6990771020625, 37.904701912200885), (-122.69911679390104, 37.904745904884294), (-122.69915648573959, 37.904789897567696), (-122.69919617757813, 37.904833890251105), (-122.69923586941667, 37.904877882934514), (-122.69927556125522, 37.90492187561792), (-122.69931525309376, 37.904965868301325), (-122.6993549449323, 37.905009860984734), (-122.69939463677085, 37.90505385366814), (-122.69943432860939, 37.90509784635155), (-122.69947402044792, 37.905141839034954), (-122.69951371228647, 37.90518583171836), (-122.69955340412501, 37.90522982440177), (-122.69959309596355, 37.90527381708518), (-122.6996327878021, 37.90531780976858), (-122.69967247964064, 37.90536180245199), (-122.69971217147918, 37.9054057951354), (-122.69975186331773, 37.9054497878188), (-122.69979155515627, 37.90549378050221), (-122.6998312469948, 37.90553777318562), (-122.69987093883336, 37.90558176586903), (-122.6999106306719, 37.90562575855243), (-122.69995032251043, 37.90566975123584), (-122.69999001434898, 37.90571374391925), (-122.70002970618752, 37.90575773660266), (-122.70006939802606, 37.90580172928606), (-122.70010908986461, 37.90584572196947), (-122.70014878170315, 37.90588971465288), (-122.70018847354169, 37.90593370733629), (-122.70022816538024, 37.90597770001969), (-122.70026785721878, 37.9060216927031), (-122.70030754905731, 37.90606568538651), (-122.70034724089587, 37.90610967806992), (-122.7003869327344, 37.90615367075332), (-122.70042662457294, 37.90619766343673), (-122.7004663164115, 37.90624165612014), (-122.70050600825003, 37.90628564880355), (-122.70054570008857, 37.90632964148695), (-122.70058539192712, 37.90637363417036), (-122.70062508376566, 37.90641762685377), (-122.7006647756042, 37.90646161953717), (-122.70070446744275, 37.90650561222058), (-122.70074415928129, 37.90654960490399), (-122.70078385111982, 37.906593597587396), (-122.70082354295837, 37.9066375902708), (-122.70086323479691, 37.90668158295421), (-122.70090292663545, 37.906725575637616), (-122.700942618474, 37.906769568321025), (-122.70098231031254, 37.90681356100443), (-122.70102200215109, 37.906857553687836), (-122.70106169398963, 37.906901546371245), (-122.70110138582817, 37.906945539054654), (-122.70114107766672, 37.906989531738056), (-122.7011858, 37.9070391)]"
22,88,91,196.41897828265132,1,25,residential,12175498,110383328,110383331,"LINESTRING (-122.6986008 37.904174, -122.6973092 37.9027312)","[(-122.6986008, 37.904174), (-122.6973092, 37.9027312)]","[(-122.6986008, 37.904174), (-122.69856131412666, 37.90412989174819), (-122.69852182825335, 37.904085783496384), (-122.69848234238002, 37.90404167524458), (-122.69844285650669, 37.90399756699277), (-122.69840337063337, 37.903953458740965), (-122.69836388476004, 37.90390935048916), (-122.69832439888673, 37.90386524223735), (-122.6982849130134, 37.903821133985545), (-122.69824542714007, 37.90377702573373), (-122.69820594126675, 37.903732917481925), (-122.69816645539342, 37.90368880923012), (-122.69812696952009, 37.90364470097831), (-122.69808748364677, 37.903600592726505), (-122.69804799777344, 37.9035564844747), (-122.69800851190011, 37.90351237622289), (-122.6979690260268, 37.903468267971085), (-122.69792954015347, 37.90342415971928), (-122.69789005428014, 37.90338005146747), (-122.69785056840682, 37.903335943215666), (-122.69781108253349, 37.90329183496386), (-122.69777159666017, 37.90324772671205), (-122.69773211078684, 37.903203618460246), (-122.69769262491351, 37.90315951020844), (-122.6976531390402, 37.90311540195663), (-122.69761365316687, 37.903071293704826), (-122.69757416729354, 37.90302718545302), (-122.69753468142022, 37.902983077201206), (-122.69749519554689, 37.9029389689494), (-122.69745570967356, 37.90289486069759), (-122.69741622380025, 37.90285075244579), (-122.69737673792692, 37.90280664419398), (-122.6973092, 37.9027312)]"
23,91,88,196.41897828265132,1,25,residential,12175498,110383331,110383328,"LINESTRING (-122.6973092 37.9027312, -122.6986008 37.904174)","[(-122.6973092, 37.9027312), (-122.6986008, 37.904174)]","[(-122.6973092, 37.9027312), (-122.69734868587334, 37.902775308251805), (-122.69738817174665, 37.90281941650361), (-122.69742765761998, 37.90286352475542), (-122.69746714349331, 37.902907633007224), (-122.69750662936663, 37.90295174125903), (-122.69754611523996, 37.90299584951084), (-122.69758560111327, 37.903039957762644), (-122.6976250869866, 37.90308406601445), (-122.69766457285994, 37.903128174266264), (-122.69770405873325, 37.90317228251807), (-122.69774354460658, 37.90321639076988), (-122.69778303047991, 37.903260499021684), (-122.69782251635323, 37.90330460727349), (-122.69786200222656, 37.9033487155253), (-122.69790148809989, 37.903392823777104), (-122.6979409739732, 37.90343693202891), (-122.69798045984653, 37.90348104028072), (-122.69801994571986, 37.90352514853252), (-122.69805943159318, 37.90356925678433), (-122.69809891746651, 37.903613365036136), (-122.69813840333983, 37.90365747328794), (-122.69817788921316, 37.90370158153975), (-122.69821737508649, 37.903745689791556), (-122.6982568609598, 37.90378979804336), (-122.69829634683313, 37.90383390629517), (-122.69833583270646, 37.903878014546976), (-122.69837531857978, 37.90392212279879), (-122.69841480445311, 37.903966231050596), (-122.69845429032644, 37.9040103393024), (-122.69849377619975, 37.90405444755421), (-122.69853326207308, 37.904098555806016), (-122.6986008, 37.904174)]"
24,91,92,202.82721554188893,1,25,residential,12175498,110383331,110383333,"LINESTRING (-122.6973092 37.9027312, -122.6966922 37.9020106, -122.696043 37.9012053)","[(-122.6973092, 37.9027312), (-122.6966922, 37.9020106), (-122.696043, 37.9012053)]","[(-122.6973092, 37.9027312), (-122.69727088316264, 37.90268644941167), (-122.69723256632528, 37.90264169882334), (-122.69719424948794, 37.90259694823501), (-122.69715593265057, 37.90255219764668), (-122.69711761581321, 37.90250744705834), (-122.69707929897585, 37.90246269647001), (-122.6970409821385, 37.90241794588168), (-122.69700266530114, 37.90237319529335), (-122.69696434846378, 37.90232844470502), (-122.69692603162642, 37.90228369411669), (-122.69688771478907, 37.90223894352836), (-122.69684939795171, 37.90219419294003), (-122.69681108111435, 37.90214944235169), (-122.69677276427699, 37.90210469176336), (-122.69673444743964, 37.90205994117503), (-122.6966922, 37.9020106), (-122.69665546059905, 37.901965026618), (-122.69661872119808, 37.901919453236005), (-122.69658198179712, 37.90187387985401), (-122.69654524239617, 37.90182830647201), (-122.6965085029952, 37.901782733090016), (-122.69647176359425, 37.90173715970802), (-122.69643502419329, 37.901691586326024), (-122.69639828479234, 37.90164601294403), (-122.69636154539137, 37.90160043956203), (-122.69632480599041, 37.901554866180035), (-122.69628806658946, 37.90150929279804), (-122.69625132718849, 37.90146371941604), (-122.69621458778754, 37.90141814603405), (-122.69617784838658, 37.90137257265205), (-122.69614110898561, 37.901326999270054), (-122.69610436958466, 37.90128142588806), (-122.696043, 37.9012053)]"
25,92,91,202.82721554188893,1,25,residential,12175498,110383333,110383331,"LINESTRING (-122.696043 37.9012053, -122.6966922 37.9020106, -122.6973092 37.9027312)","[(-122.696043, 37.9012053), (-122.6966922, 37.9020106), (-122.6973092, 37.9027312)]","[(-122.696043, 37.9012053), (-122.69607973940096, 37.901250873382), (-122.69611647880193, 37.90129644676399), (-122.69615321820288, 37.90134202014599), (-122.69618995760383, 37.901387593527986), (-122.6962266970048, 37.90143316690998), (-122.69626343640576, 37.90147874029198), (-122.69630017580671, 37.901524313673974), (-122.69633691520767, 37.90156988705597), (-122.69637365460864, 37.90161546043797), (-122.69641039400959, 37.90166103381996), (-122.69644713341054, 37.90170660720196), (-122.69648387281151, 37.901752180583955), (-122.69652061221247, 37.90179775396595), (-122.69655735161342, 37.90184332734795), (-122.69659409101439, 37.90188890072994), (-122.69663083041534, 37.90193447411194), (-122.6966922, 37.9020106), (-122.69673051683736, 37.90205535058833), (-122.69676883367472, 37.90210010117666), (-122.69680715051207, 37.90214485176499), (-122.69684546734943, 37.90218960235332), (-122.6968837841868, 37.902234352941655), (-122.69692210102416, 37.902279103529985), (-122.6969604178615, 37.902323854118315), (-122.69699873469887, 37.902368604706645), (-122.69703705153623, 37.902413355294975), (-122.69707536837359, 37.902458105883305), (-122.69711368521094, 37.902502856471635), (-122.6971520020483, 37.902547607059965), (-122.69719031888566, 37.9025923576483), (-122.69722863572302, 37.90263710823663), (-122.69726695256037, 37.90268185882496), (-122.6973092, 37.9027312)]"
26,159,252,142.68363884217445,1,25,residential,12175527,110372172,110383607,"LINESTRING (-122.6970842 37.9012713, -122.697413 37.9016974, -122.6979992 37.9023308)","[(-122.6970842, 37.9012713), (-122.697413, 37.9016974), (-122.6979992, 37.9023308)]","[(-122.6970842, 37.9012713), (-122.6971198015291, 37.901317436896434), (-122.69715540305819, 37.901363573792864), (-122.6971910045873, 37.9014097106893), (-122.69722660611639, 37.90145584758574), (-122.69726220764548, 37.901501984482174), (-122.69729780917457, 37.9015481213786), (-122.69733341070366, 37.90159425827504), (-122.69736901223276, 37.901640395171476), (-122.697413, 37.9016974), (-122.69745335910706, 37.90174100876564), (-122.69749371821413, 37.90178461753128), (-122.6975340773212, 37.901828226296914), (-122.69757443642827, 37.90187183506254), (-122.69761479553533, 37.90191544382818), (-122.69765515464239, 37.90195905259382), (-122.69769551374947, 37.902002661359454), (-122.69773587285653, 37.90204627012509), (-122.69777623196359, 37.90208987889073), (-122.69781659107066, 37.90213348765636), (-122.69785695017772, 37.902177096421994), (-122.6978973092848, 37.90222070518763), (-122.69793766839186, 37.90226431395327), (-122.6979992, 37.9023308)]"
27,252,159,142.68363884217445,1,25,residential,12175527,110383607,110372172,"LINESTRING (-122.6979992 37.9023308, -122.697413 37.9016974, -122.6970842 37.9012713)","[(-122.6979992, 37.9023308), (-122.697413, 37.9016974), (-122.6970842, 37.9012713)]","[(-122.6979992, 37.9023308), (-122.69795884089294, 37.902287191234365), (-122.69791848178586, 37.90224358246873), (-122.6978781226788, 37.90219997370309), (-122.69783776357173, 37.90215636493746), (-122.69779740446467, 37.902112756171825), (-122.6977570453576, 37.90206914740619), (-122.69771668625053, 37.90202553864055), (-122.69767632714347, 37.901981929874914), (-122.69763596803641, 37.90193832110928), (-122.69759560892933, 37.90189471234365), (-122.69755524982227, 37.90185110357801), (-122.6975148907152, 37.901807494812374), (-122.69747453160814, 37.90176388604674), (-122.697413, 37.9016974), (-122.6973773984709, 37.90165126310357), (-122.69734179694181, 37.90160512620714), (-122.69730619541271, 37.9015589893107), (-122.69727059388362, 37.901512852414264), (-122.69723499235452, 37.90146671551783), (-122.69719939082543, 37.9014205786214), (-122.69716378929634, 37.90137444172496), (-122.69712818776725, 37.901328304828525), (-122.6970842, 37.9012713)]"
28,252,253,199.35484650071052,1,25,residential,12175527,110383607,110383610,"LINESTRING (-122.6979992 37.9023308, -122.6993012 37.9038001)","[(-122.6979992, 37.9023308), (-122.6993012, 37.9038001)]","[(-122.6979992, 37.9023308), (-122.69803841837422, 37.90237505772447), (-122.69807763674847, 37.90241931544894), (-122.69811685512269, 37.902463573173414), (-122.69815607349693, 37.90250783089788), (-122.69819529187116, 37.90255208862235), (-122.6982345102454, 37.90259634634682), (-122.69827372861963, 37.902640604071294), (-122.69831294699387, 37.90268486179576), (-122.69835216536809, 37.90272911952023), (-122.69839138374232, 37.9027733772447), (-122.69843060211656, 37.902817634969175), (-122.69846982049079, 37.90286189269364), (-122.69850903886503, 37.90290615041811), (-122.69854825723925, 37.90295040814258), (-122.6985874756135, 37.902994665867055), (-122.69862669398772, 37.903038923591524), (-122.69866591236195, 37.90308318131599), (-122.69870513073619, 37.90312743904046), (-122.69874434911041, 37.903171696764936), (-122.69878356748465, 37.903215954489404), (-122.69882278585888, 37.90326021221387), (-122.69886200423312, 37.90330446993834), (-122.69890122260735, 37.90334872766282), (-122.69894044098159, 37.903392985387285), (-122.69897965935581, 37.90343724311175), (-122.69901887773004, 37.90348150083622), (-122.69905809610428, 37.9035257585607), (-122.69909731447851, 37.903570016285165), (-122.69913653285275, 37.903614274009634), (-122.69917575122697, 37.9036585317341), (-122.69921496960121, 37.90370278945857), (-122.69925418797544, 37.903747047183046), (-122.6993012, 37.9038001)]"
29,253,252,199.35484650071052,1,25,residential,12175527,110383610,110383607,"LINESTRING (-122.6993012 37.9038001, -122.6979992 37.9023308)","[(-122.6993012, 37.9038001), (-122.6979992, 37.9023308)]","[(-122.6993012, 37.9038001), (-122.69926198162577, 37.90375584227553), (-122.69922276325153, 37.90371158455106), (-122.6991835448773, 37.903667326826586), (-122.69914432650306, 37.90362306910212), (-122.69910510812883, 37.90357881137765), (-122.69906588975459, 37.90353455365318), (-122.69902667138037, 37.903490295928705), (-122.69898745300613, 37.90344603820424), (-122.6989482346319, 37.90340178047977), (-122.69890901625767, 37.9033575227553), (-122.69886979788343, 37.903313265030825), (-122.6988305795092, 37.903269007306356), (-122.69879136113497, 37.90322474958189), (-122.69875214276074, 37.90318049185742), (-122.6987129243865, 37.903136234132944), (-122.69867370601227, 37.903091976408476), (-122.69863448763805, 37.90304771868401), (-122.6985952692638, 37.90300346095954), (-122.69855605088958, 37.90295920323506), (-122.69851683251534, 37.902914945510595), (-122.69847761414111, 37.90287068778613), (-122.69843839576687, 37.90282643006166), (-122.69839917739264, 37.90278217233718), (-122.6983599590184, 37.902737914612715), (-122.69832074064418, 37.902693656888246), (-122.69828152226995, 37.90264939916378), (-122.69824230389571, 37.9026051414393), (-122.69820308552148, 37.902560883714834), (-122.69816386714724, 37.902516625990366), (-122.69812464877302, 37.9024723682659), (-122.69808543039878, 37.90242811054143), (-122.69804621202455, 37.90238385281695), (-122.6979992, 37.9023308)]"
30,253,254,388.2209117306112,1,25,residential,12175527,110383610,110383612,"LINESTRING (-122.6993012 37.9038001, -122.7018521 37.9066529)","[(-122.6993012, 37.9038001), (-122.7018521, 37.9066529)]","[(-122.6993012, 37.9038001), (-122.69934065595695, 37.90384422558469), (-122.6993801119139, 37.90388835116938), (-122.69941956787085, 37.90393247675407), (-122.6994590238278, 37.903976602338766), (-122.69949847978475, 37.90402072792346), (-122.6995379357417, 37.904064853508146), (-122.69957739169865, 37.90410897909284), (-122.6996168476556, 37.90415310467753), (-122.69965630361256, 37.90419723026222), (-122.69969575956951, 37.904241355846914), (-122.69973521552646, 37.90428548143161), (-122.69977467148341, 37.9043296070163), (-122.69981412744036, 37.90437373260099), (-122.69985358339731, 37.90441785818568), (-122.69989303935427, 37.904461983770375), (-122.69993249531122, 37.90450610935506), (-122.69997195126817, 37.904550234939755), (-122.70001140722512, 37.90459436052445), (-122.70005086318207, 37.90463848610914), (-122.70009031913902, 37.90468261169383), (-122.70012977509597, 37.90472673727852), (-122.70016923105291, 37.90477086286322), (-122.70020868700986, 37.9048149884479), (-122.70024814296681, 37.9048591140326), (-122.70028759892377, 37.90490323961729), (-122.70032705488072, 37.904947365201984), (-122.70036651083767, 37.90499149078667), (-122.70040596679462, 37.905035616371364), (-122.70044542275157, 37.90507974195606), (-122.70048487870852, 37.905123867540745), (-122.70052433466547, 37.90516799312544), (-122.70056379062243, 37.90521211871013), (-122.70060324657938, 37.905256244294826), (-122.70064270253633, 37.90530036987951), (-122.70068215849328, 37.905344495464206), (-122.70072161445023, 37.9053886210489), (-122.70076107040718, 37.905432746633586), (-122.70080052636413, 37.90547687221828), (-122.70083998232109, 37.905520997802974), (-122.70087943827804, 37.90556512338767), (-122.70091889423499, 37.905609248972354), (-122.70095835019194, 37.90565337455705), (-122.70099780614889, 37.90569750014174), (-122.70103726210584, 37.90574162572643), (-122.7010767180628, 37.90578575131112), (-122.70111617401975, 37.905829876895815), (-122.7011556299767, 37.90587400248051), (-122.70119508593365, 37.905918128065196), (-122.7012345418906, 37.90596225364989), (-122.70127399784755, 37.90600637923458), (-122.7013134538045, 37.90605050481927), (-122.70135290976145, 37.90609463040396), (-122.7013923657184, 37.90613875598866), (-122.70143182167536, 37.90618288157335), (-122.70147127763231, 37.90622700715804), (-122.70151073358926, 37.90627113274273), (-122.70155018954621, 37.906315258327425), (-122.70158964550316, 37.90635938391211), (-122.70162910146011, 37.906403509496805), (-122.70166855741707, 37.9064476350815), (-122.70170801337402, 37.90649176066619), (-122.70174746933097, 37.90653588625088), (-122.70178692528792, 37.90658001183557), (-122.7018521, 37.9066529)]"
