parcel,origin_osmid,comm,event_cnt,dept_time,type,destin_osmid
19313311,110414599,2,6,2432.0,local,110397253
18814050,110367728,5,14,5676.0,local,110397253
19003309,110387946,0,1,2746.0,local,110397253
19017109,312072227,5,15,6211.0,local,110397253
18817019,3401274918,3,12,4584.0,local,110397253
19308129,2481944221,100,12,1000000.0,local,110397253
19314117,110443304,2,7,2520.0,local,110397253
19316226,110445895,5,16,5902.0,local,110397253
19213210,110438785,4,4,3318.0,local,110397253
19218120,110392598,2,8,2484.0,local,110397253
19222224,110392598,5,17,5812.0,local,110397253
19308113,2481944221,100,13,1000000.0,local,110397253
19205125,110401286,100,14,1000000.0,local,110397253
19316222,110445895,5,18,5912.0,local,110397253
19203154,110358680,100,15,1000000.0,local,110397253
19008138,110348362,100,16,1000000.0,local,110397253
19314115,110443304,3,13,4867.0,local,110397253
19207122,110456934,4,5,3209.0,local,110397253
19209226,110383326,2,9,3063.0,local,110397253
19003206,110387957,5,19,5791.0,local,110397253
19022223,110392632,5,20,5947.0,local,110397253
19016223,110447261,5,21,5961.0,local,110397253
19316201,110445895,5,22,6843.0,local,110397253
19221224,110383331,5,23,6402.0,local,110397253
19308222,2481944221,3,14,4621.0,local,110397253
19115215,110348621,100,17,1000000.0,local,110397253
19307203,110393241,3,15,4711.0,local,110397253
19308207,110413465,2,10,2997.0,local,110397253
19003128,110441915,4,6,2603.0,local,110397253
19313238,110445895,5,24,6489.0,local,110397253
19316220,110445895,5,25,6424.0,local,110397253
19313318,110414599,5,26,6247.0,local,110397253
19308205,110413465,100,18,1000000.0,local,110397253
19210218,110401284,1,4,1963.0,local,110397253
19308117,2481944221,2,11,2802.0,local,110397253
19018127,5071533356,5,27,6568.0,local,110397253
19313307,110421520,3,16,4732.0,local,110397253
19314224,110366250,100,19,1000000.0,local,110397253
19227001,3401274918,100,20,1000000.0,local,110397253
19213132,110438785,2,12,3273.0,local,110397253
19311402,110443304,3,17,4910.0,local,110397253
19316223,110445895,1,5,2623.0,local,110397253
19312101,110386918,100,21,1000000.0,local,110397253
19017113,312072227,2,13,2821.0,local,110397253
19212134,110383610,3,18,5375.0,local,110397253
19310203,110443299,0,2,2617.0,local,110397253
19106123,110422635,100,22,1000000.0,local,110397253
19209136,110401284,1,6,1944.0,local,110397253
19120110,110407258,2,14,2507.0,local,110397253
19303037,110414616,4,7,2815.0,local,110397253
19313201,110414599,5,28,6795.0,local,110397253
19214120,110410673,5,29,6552.0,local,110397253
19119205,110461566,2,15,3103.0,local,110397253
19317218,110421555,2,16,3169.0,local,110397253
19310227,110443301,1,7,2527.0,local,110397253
19103131,110392611,0,3,1981.0,local,110397253
19209228,110401286,5,30,6346.0,local,110397253
19309217,110451170,5,31,7022.0,local,110397253
19310222,110443301,0,4,2023.0,local,110397253
19003310,110387967,4,8,2879.0,local,110397253
18818001,110393217,100,23,1000000.0,local,110397253
19007121,110455262,5,32,6639.0,local,110397253
19023226,110392630,5,33,6323.0,local,110397253
19308112,2481944221,100,24,1000000.0,local,110397253
19210223,110401282,5,34,6894.0,local,110397253
19119116,110455254,0,5,2218.0,local,110397253
19220201,110383607,0,6,2149.0,local,110397253
18815062,110437088,3,19,5299.0,local,110397253
19013229,110441918,5,35,6752.0,local,110397253
19222117,110392598,100,25,1000000.0,local,110397253
19307208,110393241,5,36,6769.0,local,110397253
19118217,110392609,100,26,1000000.0,local,110397253
19221225,110392602,5,37,6187.0,local,110397253
18815022,110393217,5,38,7155.0,local,110397253
19215241,110392609,5,39,7872.0,local,110397253
19108114,110412273,0,7,2197.0,local,110397253
19216136,110383607,0,8,2446.0,local,110397253
19014221,110421909,3,20,5040.0,local,110397253
19016224,110438781,4,9,2952.0,local,110397253
19308206,110413465,100,27,1000000.0,local,110397253
19204123,3367883696,100,28,1000000.0,local,110397253
19112114,110450444,5,40,6811.0,local,110397253
19220124,110372172,5,41,7458.0,local,110397253
19210226,110401282,5,42,6816.0,local,110397253
19117208,110392614,5,43,7588.0,local,110397253
19308123,110386918,3,21,5302.0,local,110397253
19003130,110348357,3,22,5279.0,local,110397253
19313316,110421540,5,44,7222.0,local,110397253
19207118,110456934,100,29,1000000.0,local,110397253
19311302,110386925,100,30,1000000.0,local,110397253
19224110,110372172,5,45,6575.0,local,110397253
19313315,110421540,1,8,2015.0,local,110397253
19219118,110392604,5,46,7102.0,local,110397253
19310116,110421520,0,9,2748.0,local,110397253
19204235,110401288,100,31,1000000.0,local,110397253
19313326,110414599,1,9,2460.0,local,110397253
19119215,110455254,1,10,2227.0,local,110397253
19008122,110412690,3,23,5178.0,local,110397253
19221210,110383333,0,10,2679.0,local,110397253
18815080,110393217,100,32,1000000.0,local,110397253
19310213,110443304,1,11,2390.0,local,110397253
19223211,110460424,3,24,4819.0,local,110397253
19312117,110451170,2,17,2782.0,local,110397253
19314304,110402623,3,25,5043.0,local,110397253
18814057,110367728,5,47,7934.0,local,110397253
19205202,110382860,2,18,3117.0,local,110397253
19002109,110392834,0,11,1991.0,local,110397253
19307510,110393241,100,33,1000000.0,local,110397253
19209127,110401286,5,48,7724.0,local,110397253
19014129,110398036,5,49,7252.0,local,110397253
19014220,110421910,1,12,2718.0,local,110397253
19211216,110459167,1,13,1967.0,local,110397253
19311111,110394015,100,34,1000000.0,local,110397253
19205228,3367883696,4,10,3005.0,local,110397253
19113114,110441857,5,50,7857.0,local,110397253
18814012,110437088,100,35,1000000.0,local,110397253
19125119,110417193,4,11,2627.0,local,110397253
19115120,110348621,5,51,8191.0,local,110397253
19307506,110350999,5,52,7857.0,local,110397253
19307517,110443298,2,19,2810.0,local,110397253
19117217,110392614,100,36,1000000.0,local,110397253
18810027,110396428,3,26,5453.0,local,110397253
19313314,110414599,4,12,3199.0,local,110397253
19104116,110422635,100,37,1000000.0,local,110397253
19223215,110459170,2,20,2533.0,local,110397253
19004135,110414475,0,12,2020.0,local,110397253
19529015,110393217,2,21,2528.0,local,110397253
18814054,110367728,100,38,1000000.0,local,110397253
19008121,110412690,100,39,1000000.0,local,110397253
19120109,110417188,4,13,3059.0,local,110397253
19313228,110445895,3,27,4840.0,local,110397253
19119218,110392614,3,28,5071.0,local,110397253
19221212,110392602,100,40,1000000.0,local,110397253
18815020,110393217,5,53,7666.0,local,110397253
19126124,110450446,100,41,1000000.0,local,110397253
18814060,110367728,2,22,2696.0,local,110397253
19221217,110392602,4,14,3338.0,local,110397253
19307402,110351008,4,15,2981.0,local,110397253
19312133,110451170,100,42,1000000.0,local,110397253
18815058,110450104,100,43,1000000.0,local,110397253
19213234,110383328,5,54,7277.0,local,110397253
18815059,110450104,3,29,4855.0,local,110397253
19212129,110383610,3,30,4821.0,local,110397253
19312139,110451170,3,31,5188.0,local,110397253
19101135,110392622,100,44,1000000.0,local,110397253
19313204,110421540,5,55,7909.0,local,110397253
19210220,110401282,4,16,2928.0,local,110397253
19313236,110414599,1,14,2146.0,local,110397253
19110110,110450448,100,45,1000000.0,local,110397253
19103233,110461563,5,56,7665.0,local,110397253
19017118,312072227,2,23,3115.0,local,110397253
19315119,110394015,5,57,7940.0,local,110397253
19309220,110443301,100,46,1000000.0,local,110397253
19204246,110358680,0,13,2764.0,local,110397253
19015212,110398036,100,47,1000000.0,local,110397253
19001205,110392830,100,48,1000000.0,local,110397253
19103134,110438782,4,17,2535.0,local,110397253
19307518,110443298,0,14,2267.0,local,110397253
19225107,110454526,100,49,1000000.0,local,110397253
19214116,110410673,5,58,8131.0,local,110397253
19312119,110451170,3,32,4886.0,local,110397253
19126125,110450446,5,59,8125.0,local,110397253
19312131,110451170,100,50,1000000.0,local,110397253
19313313,110414599,2,24,3043.0,local,110397253
18810004,110396428,5,60,8411.0,local,110397253
18814071,110396428,4,18,3006.0,local,110397253
19317103,110381021,5,61,8344.0,local,110397253
18815071,110450104,5,62,7934.0,local,110397253
19307202,110393241,5,63,7651.0,local,110397253
19222226,110454526,4,19,2584.0,local,110397253
19112208,110366323,2,25,2969.0,local,110397253
19314225,1900719912,3,33,4892.0,local,110397253
19018118,110365447,3,34,4699.0,local,110397253
19221220,110383331,4,20,2862.0,local,110397253
19122223,110412268,5,64,8529.0,local,110397253
18814029,110367728,0,15,1925.0,local,110397253
19206110,110382867,5,65,8711.0,local,110397253
19004231,110414475,100,51,1000000.0,local,110397253
19109120,110388963,5,66,8857.0,local,110397253
19022132,110365447,5,67,8907.0,local,110397253
19012109,110348357,4,21,3209.0,local,110397253
18815083,110393217,4,22,2708.0,local,110397253
19220121,110383331,100,52,1000000.0,local,110397253
19115214,110348621,4,23,3290.0,local,110397253
19313225,110421553,5,68,8159.0,local,110397253
19309221,110386918,3,35,5294.0,local,110397253
19310204,110443301,0,16,2047.0,local,110397253
19218126,110392598,5,69,8460.0,local,110397253
19309218,110451170,3,36,5414.0,local,110397253
19016128,110456932,5,70,7741.0,local,110397253
19004132,110381098,3,37,5413.0,local,110397253
19212233,110419724,5,71,8491.0,local,110397253
19204133,110383612,3,38,5193.0,local,110397253
19204237,110358680,2,26,3158.0,local,110397253
19308136,2481944221,100,53,1000000.0,local,110397253
19314214,1900719912,0,17,1959.0,local,110397253
19013231,110414480,3,39,4594.0,local,110397253
19020127,2366744030,100,54,1000000.0,local,110397253
19308214,2481944221,100,55,1000000.0,local,110397253
19211215,110459167,5,72,8576.0,local,110397253
19303034,110421555,3,40,4719.0,local,110397253
19312102,110386918,5,73,8526.0,local,110397253
19302049,110367827,100,56,1000000.0,local,110397253
19314109,110402623,5,74,9112.0,local,110397253
19217227,110383331,5,75,9117.0,local,110397253
19214205,110410673,2,27,2508.0,local,110397253
19316227,312078495,3,41,4687.0,local,110397253
19121115,110407258,100,57,1000000.0,local,110397253
19209224,110401286,3,42,5425.0,local,110397253
19101137,110398027,1,15,2638.0,local,110397253
19309204,110386918,100,58,1000000.0,local,110397253
19212130,110419724,0,18,1920.0,local,110397253
19317214,110381017,3,43,5061.0,local,110397253
19314305,110443304,1,16,2616.0,local,110397253
19218229,110392598,4,24,3204.0,local,110397253
19217133,110392602,2,28,3255.0,local,110397253
19314223,110421540,2,29,3074.0,local,110397253
19021123,110392637,100,59,1000000.0,local,110397253
19205129,110382863,5,76,8655.0,local,110397253
19023114,110388962,4,25,2780.0,local,110397253
19003131,110387961,3,44,4797.0,local,110397253
18815088,110393217,3,45,4698.0,local,110397253
19214223,110438786,100,60,1000000.0,local,110397253
19309202,110386918,2,30,3244.0,local,110397253
18815067,110393217,100,61,1000000.0,local,110397253
19222116,110410670,5,77,9785.0,local,110397253
19212231,110419727,3,46,5301.0,local,110397253
19217226,110438785,4,26,2532.0,local,110397253
19313340,110421520,2,31,2621.0,local,110397253
19218125,110392598,5,78,8696.0,local,110397253
19206221,110401284,3,47,4721.0,local,110397253
19108111,110443480,5,79,9310.0,local,110397253
19212142,110383610,5,80,9058.0,local,110397253
19223218,110460424,5,81,8450.0,local,110397253
19302061,110382886,100,62,1000000.0,local,110397253
18815090,110450104,100,63,1000000.0,local,110397253
19102132,110435308,5,82,8824.0,local,110397253
19309203,110386918,5,83,9288.0,local,110397253
19116218,110398029,5,84,10214.0,local,110397253
19005236,110381098,3,48,4788.0,local,110397253
19021121,110392637,5,85,9617.0,local,110397253
19001121,110412690,5,86,8793.0,local,110397253
19204132,3367883696,5,87,9761.0,local,110397253
19216128,110383607,3,49,5410.0,local,110397253
19012217,110441918,5,88,10115.0,local,110397253
19216137,110383328,3,50,5020.0,local,110397253
19316215,110421553,4,27,3219.0,local,110397253
19009209,110348362,5,89,10370.0,local,110397253
19313215,110421553,0,19,2649.0,local,110397253
19008140,312072227,3,51,4952.0,local,110397253
19212132,110383610,100,64,1000000.0,local,110397253
19310103,110443299,0,20,1994.0,local,110397253
18810023,110396428,4,28,2958.0,local,110397253
19218213,110392598,5,90,9635.0,local,110397253
19209229,110401286,5,91,10231.0,local,110397253
19308118,2481944221,4,29,2548.0,local,110397253
19309222,110451170,2,32,2561.0,local,110397253
19308137,2481944221,5,92,9358.0,local,110397253
19313226,110421553,2,33,2984.0,local,110397253
18814062,110367725,4,30,3422.0,local,110397253
19216230,110383610,5,93,9021.0,local,110397253
18817031,110437088,2,34,3323.0,local,110397253
19122214,110388967,4,31,3118.0,local,110397253
19205227,110383326,2,35,2508.0,local,110397253
19313328,110429434,100,65,1000000.0,local,110397253
19314306,110443304,4,32,2994.0,local,110397253
18814035,973221268,100,66,1000000.0,local,110397253
19211110,110419727,5,94,9694.0,local,110397253
19101126,110392622,2,36,2981.0,local,110397253
18810013,110396428,5,95,10503.0,local,110397253
19221126,110392600,0,21,2351.0,local,110397253
19211131,110419724,0,22,2684.0,local,110397253
19106124,110392632,5,96,9497.0,local,110397253
19313339,110421520,5,97,9428.0,local,110397253
18810005,110396428,0,23,2133.0,local,110397253
19122106,110412268,5,98,9829.0,local,110397253
19006105,110447260,0,24,2523.0,local,110397253
19003129,110348323,1,17,2747.0,local,110397253
19303035,110414616,100,67,1000000.0,local,110397253
19220224,110372172,3,52,4971.0,local,110397253
19225151,110457890,5,99,10717.0,local,110397253
19108125,3945189978,4,33,2755.0,local,110397253
19302050,110367827,100,68,1000000.0,local,110397253
19004235,110441915,5,100,9395.0,local,110397253
19021122,110365447,0,25,2350.0,local,110397253
19106115,110422635,5,101,10389.0,local,110397253
19102233,110392617,5,102,9953.0,local,110397253
19112115,110366323,4,34,3228.0,local,110397253
19216111,110383331,100,69,1000000.0,local,110397253
19128123,110417190,4,35,2837.0,local,110397253
19221223,110383333,3,53,5086.0,local,110397253
19311213,110386925,0,26,2132.0,local,110397253
19313214,110421553,0,27,2651.0,local,110397253
19215232,110392609,5,103,10710.0,local,110397253
19122221,110412268,100,70,1000000.0,local,110397253
19117213,110435295,3,54,5179.0,local,110397253
19108121,110443480,2,37,2649.0,local,110397253
19226207,110454526,4,36,3044.0,local,110397253
18815064,110437088,2,38,3170.0,local,110397253
19205201,110382860,100,71,1000000.0,local,110397253
19308119,2481944221,100,72,1000000.0,local,110397253
19116126,110435295,5,104,9207.0,local,110397253
18814069,110367728,4,37,2764.0,local,110397253
18815078,110393217,2,39,3141.0,local,110397253
19020122,110421910,4,38,3064.0,local,110397253
19017120,312072227,0,28,2724.0,local,110397253
19103210,110392611,5,105,10150.0,local,110397253
18810019,110396428,5,106,10175.0,local,110397253
19214208,110410673,5,107,10076.0,local,110397253
19214226,110410673,5,108,10735.0,local,110397253
19302026,110367804,5,109,11042.0,local,110397253
19212230,110419727,1,18,2089.0,local,110397253
19115119,110392622,100,73,1000000.0,local,110397253
19117216,110392614,100,74,1000000.0,local,110397253
19312140,110386918,100,75,1000000.0,local,110397253
19113216,110450448,1,19,2053.0,local,110397253
19112116,110450444,4,39,3112.0,local,110397253
19110202,110388965,2,40,3157.0,local,110397253
19310226,110443304,1,20,2624.0,local,110397253
19314207,110421540,100,76,1000000.0,local,110397253
19302041,110382886,5,110,10536.0,local,110397253
19314303,110443304,3,55,5492.0,local,110397253
19206224,110382863,100,77,1000000.0,local,110397253
19216228,110392604,100,78,1000000.0,local,110397253
18817033,110382855,4,40,3073.0,local,110397253
19113219,110441857,5,111,10516.0,local,110397253
18817041,110436759,100,79,1000000.0,local,110397253
19219228,110392609,2,41,3050.0,local,110397253
19307516,110393241,5,112,10917.0,local,110397253
19017119,312072227,5,113,11994.0,local,110397253
19102239,110392617,0,29,2153.0,local,110397253
19317217,110421555,0,30,2511.0,local,110397253
18815072,110450104,5,114,9870.0,local,110397253
19007133,110401292,1,21,2806.0,local,110397253
19103234,110461563,4,41,2799.0,local,110397253
19022222,110365449,5,115,10257.0,local,110397253
19308126,110413465,4,42,2854.0,local,110397253
19218230,110392600,5,116,11698.0,local,110397253
18814058,110367728,5,117,10894.0,local,110397253
19209102,110401284,100,80,1000000.0,local,110397253
19101130,110392620,5,118,11754.0,local,110397253
19220223,110372172,2,42,2547.0,local,110397253
19316212,312078495,4,43,2891.0,local,110397253
19303007,110421555,5,119,10628.0,local,110397253
19204236,110358680,5,120,10456.0,local,110397253
19103238,110461563,2,43,3239.0,local,110397253
18815074,110393217,100,81,1000000.0,local,110397253
18814049,110396428,5,121,11421.0,local,110397253
18817048,110437088,100,82,1000000.0,local,110397253
19013127,110414480,4,44,2951.0,local,110397253
19215124,110392606,5,122,10779.0,local,110397253
19013121,110381097,0,31,2496.0,local,110397253
19310201,110350999,5,123,10740.0,local,110397253
19219226,110460424,4,45,2920.0,local,110397253
19309210,110394015,5,124,11134.0,local,110397253
19107118,110427102,5,125,11524.0,local,110397253
19110205,110412273,100,83,1000000.0,local,110397253
19317105,110381021,3,56,4917.0,local,110397253
18815070,3387083180,0,32,2385.0,local,110397253
19127125,110454761,100,84,1000000.0,local,110397253
18817040,110382760,1,22,2449.0,local,110397253
19220215,110383607,5,126,11677.0,local,110397253
19315122,110366250,4,46,3140.0,local,110397253
19316202,312078495,5,127,10714.0,local,110397253
19217225,110438785,1,23,2300.0,local,110397253
19203162,3401274918,3,57,5303.0,local,110397253
19120104,110417188,100,85,1000000.0,local,110397253
19301023,110450104,3,58,4858.0,local,110397253
19120212,110407258,100,86,1000000.0,local,110397253
19205122,110382863,100,87,1000000.0,local,110397253
19114217,110348621,100,88,1000000.0,local,110397253
19208249,110383612,100,89,1000000.0,local,110397253
19014130,110421910,2,44,3208.0,local,110397253
18814072,110393217,5,128,10723.0,local,110397253
19212140,110419724,2,45,2657.0,local,110397253
19004136,110414475,100,90,1000000.0,local,110397253
19314105,110402623,5,129,11171.0,local,110397253
18815024,110393217,100,91,1000000.0,local,110397253
19115217,110392620,4,47,2724.0,local,110397253
19216202,110383610,2,46,3126.0,local,110397253
19109125,110412273,4,48,2918.0,local,110397253
19313227,110445895,5,130,11812.0,local,110397253
19102238,110392620,3,59,4688.0,local,110397253
19226106,110410670,1,24,2507.0,local,110397253
19211132,110459167,100,92,1000000.0,local,110397253
19115117,110348621,1,25,2463.0,local,110397253
19313310,110414599,100,93,1000000.0,local,110397253
19223112,110419729,5,131,12219.0,local,110397253
19016222,110455260,2,47,3322.0,local,110397253
18814032,110367725,5,132,11645.0,local,110397253
19021118,110392637,5,133,11369.0,local,110397253
19118215,110392611,3,60,4909.0,local,110397253
19022131,110388962,5,134,10290.0,local,110397253
19217135,110392600,5,135,11719.0,local,110397253
19203155,3401274918,3,61,4981.0,local,110397253
18815060,110450104,1,26,2019.0,local,110397253
19012219,110348357,5,136,11575.0,local,110397253
19004133,110381097,5,137,12034.0,local,110397253
19307511,110393241,2,48,2998.0,local,110397253
19312141,110386918,5,138,12287.0,local,110397253
19219119,110392606,5,139,11932.0,local,110397253
19316221,110445895,4,49,3111.0,local,110397253
19108117,110443480,5,140,12601.0,local,110397253
19005242,3945189981,3,62,5162.0,local,110397253
19214225,110438786,5,141,11638.0,local,110397253
19125101,110388967,5,142,11631.0,local,110397253
19012218,110441915,5,143,12068.0,local,110397253
19219113,110459170,4,50,2848.0,local,110397253
18810035,110396428,2,49,2788.0,local,110397253
19308223,2481944221,1,27,2406.0,local,110397253
19227006,3401274918,5,144,12166.0,local,110397253
19120214,110417190,0,33,2751.0,local,110397253
19308116,2481944221,3,63,4759.0,local,110397253
19215209,110392606,2,50,3109.0,local,110397253
19221219,110392602,100,94,1000000.0,local,110397253
19209225,110401286,5,145,13158.0,local,110397253
19205232,3367883696,3,64,4845.0,local,110397253
19303012,110381021,0,34,2380.0,local,110397253
19225211,110457890,3,65,4861.0,local,110397253
19114212,110348621,5,146,12353.0,local,110397253
19302051,110367804,100,95,1000000.0,local,110397253
19215125,110392606,3,66,5348.0,local,110397253
19213229,110383328,1,28,2493.0,local,110397253
19313341,110429434,100,96,1000000.0,local,110397253
19219122,110392604,0,35,2138.0,local,110397253
19208117,110419724,2,51,3329.0,local,110397253
19215121,110438784,4,51,3176.0,local,110397253
19007124,110455262,4,52,2881.0,local,110397253
19007126,110455262,3,67,5141.0,local,110397253
19306102,110393241,2,52,2570.0,local,110397253
19217125,110438786,1,29,2828.0,local,110397253
19302025,110382886,5,147,11854.0,local,110397253
19206220,110401282,5,148,13611.0,local,110397253
19005233,3945189981,5,149,12212.0,local,110397253
18810040,110396428,1,30,2454.0,local,110397253
19313335,110421520,100,97,1000000.0,local,110397253
18814068,110367725,5,150,12474.0,local,110397253
19308122,2481944221,100,98,1000000.0,local,110397253
19221124,110454526,3,68,4897.0,local,110397253
19308210,2481944221,5,151,13088.0,local,110397253
19315121,110386925,3,69,4856.0,local,110397253
18817053,3387083171,4,53,3150.0,local,110397253
19122219,110388967,5,152,11575.0,local,110397253
19207226,110456932,1,31,2675.0,local,110397253
19214117,110410673,100,99,1000000.0,local,110397253
19313312,110414599,3,70,5155.0,local,110397253
19310104,110443299,4,54,2893.0,local,110397253
19224211,110372172,4,55,2787.0,local,110397253
19209132,110401284,5,153,12894.0,local,110397253
19314101,110421520,5,154,13520.0,local,110397253
19104134,110422635,5,155,11762.0,local,110397253
19315116,110386925,5,156,12564.0,local,110397253
19313324,110414599,0,36,2415.0,local,110397253
19125114,110417195,100,100,1000000.0,local,110397253
19102235,110398027,2,53,3137.0,local,110397253
19014126,110421910,5,157,11845.0,local,110397253
19219225,110460424,5,158,11430.0,local,110397253
19307201,110393241,5,159,12854.0,local,110397253
19313306,110421520,3,71,4709.0,local,110397253
19208118,110383326,1,32,2229.0,local,110397253
19311113,110386925,100,101,1000000.0,local,110397253
19204135,3367883696,4,56,2855.0,local,110397253
19313343,110421520,5,160,12431.0,local,110397253
19125115,110417195,3,72,5491.0,local,110397253
19310220,110443304,4,57,3106.0,local,110397253
19313325,110414599,1,33,2055.0,local,110397253
19208115,110419724,4,58,3293.0,local,110397253
19308221,2481944221,4,59,3117.0,local,110397253
19208234,110419724,3,73,4750.0,local,110397253
19102236,110398027,4,60,3585.0,local,110397253
19123120,110388967,2,54,2605.0,local,110397253
19203202,110382855,5,161,13701.0,local,110397253
19124127,110450446,4,61,3211.0,local,110397253
19221222,110457890,3,74,5493.0,local,110397253
19008130,110348362,4,62,3049.0,local,110397253
19207121,110401288,4,63,3317.0,local,110397253
19306101,110393241,2,55,3001.0,local,110397253
19309228,110394015,0,37,2579.0,local,110397253
19101138,110398027,100,102,1000000.0,local,110397253
18818005,110393217,3,75,4977.0,local,110397253
19020210,312072177,100,103,1000000.0,local,110397253
19308215,110413465,5,162,12809.0,local,110397253
19114225,110407254,4,64,2751.0,local,110397253
19310219,110443301,100,104,1000000.0,local,110397253
19222227,110454526,5,163,13265.0,local,110397253
19011125,5071533356,100,105,1000000.0,local,110397253
19119107,110460424,3,76,5532.0,local,110397253
19023232,110366323,4,65,3252.0,local,110397253
19022123,110365449,5,164,13023.0,local,110397253
19110204,110412273,0,38,2228.0,local,110397253
19223115,110459170,100,106,1000000.0,local,110397253
19004234,110414475,4,66,3154.0,local,110397253
19209227,110401286,100,107,1000000.0,local,110397253
19128129,110441845,5,165,13637.0,local,110397253
19127127,110454761,3,77,5369.0,local,110397253
19207123,110401288,100,108,1000000.0,local,110397253
19116105,110461566,3,78,5562.0,local,110397253
19221202,110392602,2,56,3122.0,local,110397253
19308132,2481944221,3,79,5473.0,local,110397253
19006219,110435305,5,166,12547.0,local,110397253
19125120,110417193,5,167,12557.0,local,110397253
18810038,110396428,2,57,3148.0,local,110397253
19215234,110438784,100,109,1000000.0,local,110397253
19311214,110394015,100,110,1000000.0,local,110397253
19315120,110386925,3,80,5116.0,local,110397253
19128120,110417190,5,168,13627.0,local,110397253
19009107,110392830,5,169,12980.0,local,110397253
19125122,110450446,4,67,3389.0,local,110397253
19309219,110394015,5,170,12858.0,local,110397253
19307513,110393241,5,171,14303.0,local,110397253
19220131,110372172,1,34,2670.0,local,110397253
18817043,110436759,4,68,2735.0,local,110397253
19001209,110401311,5,172,13428.0,local,110397253
18810041,110396428,5,173,13822.0,local,110397253
19205230,110401286,5,174,14313.0,local,110397253
19113217,110417195,3,81,5533.0,local,110397253
19311304,110394015,4,69,2745.0,local,110397253
19208236,110419724,5,175,13805.0,local,110397253
19310216,110443304,5,176,14328.0,local,110397253
19210224,110401282,3,82,4971.0,local,110397253
19015121,110435310,2,58,3302.0,local,110397253
19302052,110382886,5,177,14389.0,local,110397253
19219229,110392606,5,178,13359.0,local,110397253
19306105,110393241,5,179,13646.0,local,110397253
18815084,110393217,5,180,13362.0,local,110397253
19312142,110451170,5,181,12791.0,local,110397253
19124130,110388967,4,70,3016.0,local,110397253
19220129,110372172,3,83,5058.0,local,110397253
19213131,110438785,100,111,1000000.0,local,110397253
19116111,110435295,100,112,1000000.0,local,110397253
19224111,110383333,5,182,14690.0,local,110397253
18817042,110436759,2,59,3198.0,local,110397253
19314215,1900719912,1,35,2459.0,local,110397253
19214231,110438786,5,183,14175.0,local,110397253
19019131,2366744030,3,84,5106.0,local,110397253
19219120,110392604,5,184,15331.0,local,110397253
19216222,110419727,100,113,1000000.0,local,110397253
19119115,110455254,0,39,1947.0,local,110397253
19210222,110401282,5,185,14634.0,local,110397253
19114116,110398029,3,85,5114.0,local,110397253
19308219,2481944221,3,86,5536.0,local,110397253
19023231,110392630,2,60,2548.0,local,110397253
19120213,110407256,4,0,2593.0,local,110397253
19204248,110401288,100,0,1000000.0,local,110397253
19529014,110367804,3,0,4935.0,local,110397253
