eid,nid_s,nid_e,type,lanes,capacity,maxmph,fft,length,geometry
329,116,150,residential,1,1900.0,25.0,20.194765781393226,225.69027471382682,"LINESTRING (526134.1026544827 4194202.743805812, 526009.701048117 4194390.799624536)"
330,150,116,residential,1,1900.0,25.0,20.194765781393226,225.69027471382682,"LINESTRING (526009.701048117 4194390.799624536, 526134.1026544827 4194202.743805812)"
331,150,123,residential,1,1900.0,25.0,4.886606043929183,54.61115382129172,"LINESTRING (526009.701048117 4194390.799624536, 525975.11962744 4194433.029155749)"
332,123,150,residential,1,1900.0,25.0,4.886606043929183,54.61115382129172,"LINESTRING (525975.11962744 4194433.029155749, 526009.701048117 4194390.799624536)"
333,83,163,residential,1,1900.0,25.0,10.399357091936086,116.21990491658566,"LINESTRING (531811.6789375704 4194533.666689583, 531713.7934517852 4194470.843583951)"
334,163,83,residential,1,1900.0,25.0,10.399357091936086,116.21990491658566,"LINESTRING (531713.7934517852 4194470.843583951, 531811.6789375704 4194533.666689583)"
335,137,93,residential,1,1900.0,25.0,38.17789665278145,426.6640216001503,"LINESTRING (527564.810482798 4195548.169924531, 527589.6796507034 4195561.345916636, 527596.8685634047 4195561.958159091, 527604.6603691928 4195561.052395618, 527612.7891142686 4195561.900815934, 527615.2558671171 4195565.54835037, 527615.8286310872 4195570.365596396, 527609.0943961829 4195593.975689535, 527592.9465236671 4195643.30605819, 527592.4425833408 4195651.991904112, 527598.5222803063 4195666.103274969, 527608.1557036426 4195676.931343511, 527613.5581866838 4195683.295995042, 527616.3444971221 4195696.45319511, 527621.1619859805 4195701.62869468, 527655.7780505712 4195715.248265155, 527664.3797231297 4195716.57542746, 527680.1924162962 4195711.924439884, 527692.4386516553 4195714.317983069, 527699.5068088179 4195716.804998334, 527705.2675704204 4195721.173785596, 527707.8378240382 4195727.983832352, 527712.6595502789 4195731.883452534, 527718.4262968163 4195734.477036942, 527724.3216246365 4195735.440065361, 527757.4284359531 4195740.367419355, 527796.0837111855 4195744.836625508, 527814.4737013382 4195744.899002968, 527830.5586500793 4195742.923173175)"
336,200,66,residential,1,1900.0,25.0,12.825561846621401,143.33439703421325,"LINESTRING (531391.6671352367 4194732.583392714, 531310.749612627 4194614.420474342)"
337,66,200,residential,1,1900.0,25.0,12.825561846621401,143.33439703421325,"LINESTRING (531310.749612627 4194614.420474342, 531391.6671352367 4194732.583392714)"
338,173,72,residential,1,1900.0,25.0,4.447226499490452,49.700787879866475,"LINESTRING (530669.9996121831 4195152.414237997, 530645.1663230583 4195109.427220959)"
339,72,173,residential,1,1900.0,25.0,4.447226499490452,49.700787879866475,"LINESTRING (530645.1663230583 4195109.427220959, 530669.9996121831 4195152.414237997)"
340,223,157,residential,1,1900.0,25.0,13.111099667414345,146.5254768374424,"LINESTRING (531284.299652925 4194806.655375467, 531205.9606900339 4194683.000089087)"
341,157,223,residential,1,1900.0,25.0,13.111099667414345,146.5254768374424,"LINESTRING (531205.9606900339 4194683.000089087, 531284.299652925 4194806.655375467)"
342,25,250,residential,1,1900.0,25.0,2.2466678109127756,25.108044377657304,"LINESTRING (526014.7531384043 4194882.409122549, 525989.7070941741 4194884.770636455)"
343,250,25,residential,1,1900.0,25.0,2.2466678109127756,25.108044377657304,"LINESTRING (525989.7070941741 4194884.770636455, 526014.7531384043 4194882.409122549)"
344,250,14,residential,1,1900.0,25.0,22.85242050034715,255.39137796543528,"LINESTRING (525989.7070941741 4194884.770636455, 525912.4753552566 4194864.443955343, 525889.9830811163 4194859.901555326, 525864.9452111596 4194865.236981093, 525842.4934692814 4194872.932808517, 525829.3084932847 4194883.309627149, 525780.0884950876 4194954.640893552)"
345,14,250,residential,1,1900.0,25.0,22.85242050034715,255.39137796543525,"LINESTRING (525780.0884950876 4194954.640893552, 525829.3084932847 4194883.309627149, 525842.4934692814 4194872.932808517, 525864.9452111596 4194865.236981093, 525889.9830811163 4194859.901555326, 525912.4753552566 4194864.443955343, 525989.7070941741 4194884.770636455)"
346,176,79,residential,1,1900.0,25.0,3.2113447899156493,35.8889672543099,"LINESTRING (530858.1473279967 4195027.843920664, 530839.0431346152 4194997.504254297)"
347,79,176,residential,1,1900.0,25.0,3.2113447899156493,35.8889672543099,"LINESTRING (530839.0431346152 4194997.504254297, 530858.1473279967 4195027.843920664)"
348,175,205,residential,1,1900.0,25.0,3.2612995714730117,36.44724599321649,"LINESTRING (530736.1261931808 4195113.173931715, 530713.7365110966 4195084.442144033)"
349,205,175,residential,1,1900.0,25.0,3.2612995714730117,36.44724599321649,"LINESTRING (530713.7365110966 4195084.442144033, 530736.1261931808 4195113.173931715)"
350,32,40,residential,1,1900.0,25.0,22.679804145599903,253.46227252570299,"LINESTRING (531498.6763855909 4195177.957212916, 531525.9977387879 4195212.845809598, 531538.9015822522 4195224.756252956, 531548.42970781 4195229.763580158, 531557.9669608127 4195232.396571341, 531568.592189375 4195233.302904506, 531611.8135309236 4195227.921813437, 531661.9110296962 4195222.212452765, 531697.5174590899 4195215.004979285, 531715.75711518 4195208.806700892, 531724.6789078416 4195202.361593711)"
351,40,32,residential,1,1900.0,25.0,22.679804145599903,253.46227252570299,"LINESTRING (531724.6789078416 4195202.361593711, 531715.75711518 4195208.806700892, 531697.5174590899 4195215.004979285, 531661.9110296962 4195222.212452765, 531611.8135309236 4195227.921813437, 531568.592189375 4195233.302904506, 531557.9669608127 4195232.396571341, 531548.42970781 4195229.763580158, 531538.9015822522 4195224.756252956, 531525.9977387879 4195212.845809598, 531498.6763855909 4195177.957212916)"
352,181,115,residential,1,1900.0,25.0,22.862003724046467,255.4984770233177,"LINESTRING (531263.5168933454 4195115.367627806, 531262.7601363939 4195110.93774209, 531263.8612689405 4195105.749369012, 531284.4465624853 4195056.187790612, 531318.9555035592 4194977.343628944, 531323.2831427936 4194969.870874866, 531327.1366597923 4194964.537692384, 531334.0525611941 4194960.74735649, 531343.7284043035 4194957.12290937, 531353.7026248806 4194955.940566721, 531388.0738453628 4194954.696258218, 531405.1070586443 4194951.399621932, 531414.9429774034 4194947.309871576)"
353,115,181,residential,1,1900.0,25.0,22.862003724046474,255.49847702331772,"LINESTRING (531414.9429774034 4194947.309871576, 531405.1070586443 4194951.399621932, 531388.0738453628 4194954.696258218, 531353.7026248806 4194955.940566721, 531343.7284043035 4194957.12290937, 531334.0525611941 4194960.74735649, 531327.1366597923 4194964.537692384, 531323.2831427936 4194969.870874866, 531318.9555035592 4194977.343628944, 531284.4465624853 4195056.187790612, 531263.8612689405 4195105.749369012, 531262.7601363939 4195110.93774209, 531263.5168933454 4195115.367627806)"
354,115,239,residential,1,1900.0,25.0,6.725079702207572,75.15735027053611,"LINESTRING (531414.9429774034 4194947.309871576, 531447.5119434337 4194934.608621178, 531484.4286137987 4194918.440287262)"
355,239,115,residential,1,1900.0,25.0,6.725079702207572,75.15735027053611,"LINESTRING (531484.4286137987 4194918.440287262, 531447.5119434337 4194934.608621178, 531414.9429774034 4194947.309871576)"
356,239,53,residential,1,1900.0,25.0,9.480216038435389,105.9478770500155,"LINESTRING (531484.4286137987 4194918.440287262, 531590.5846180664 4194919.314582102)"
357,53,239,residential,1,1900.0,25.0,9.480216038435389,105.9478770500155,"LINESTRING (531590.5846180664 4194919.314582102, 531484.4286137987 4194918.440287262)"
358,53,39,residential,1,1900.0,25.0,12.969990185263141,144.94848217772844,"LINESTRING (531590.5846180664 4194919.314582102, 531702.2893573573 4194922.153369737, 531707.0520553798 4194920.496403563, 531709.2166222279 4194917.753154024, 531710.917598777 4194914.397873912, 531711.4562855436 4194893.318998799)"
359,39,53,residential,1,1900.0,25.0,12.969990185263145,144.94848217772847,"LINESTRING (531711.4562855436 4194893.318998799, 531710.917598777 4194914.397873912, 531709.2166222279 4194917.753154024, 531707.0520553798 4194920.496403563, 531702.2893573573 4194922.153369737, 531590.5846180664 4194919.314582102)"
360,182,5,residential,1,1900.0,25.0,8.758392932195166,97.88101175899828,"LINESTRING (531685.4692209241 4194710.99033059, 531669.0215418282 4194621.698900991, 531667.7728586465 4194614.92598504)"
361,5,182,residential,1,1900.0,25.0,8.758392932195166,97.88101175899828,"LINESTRING (531667.7728586465 4194614.92598504, 531669.0215418282 4194621.698900991, 531685.4692209241 4194710.99033059)"
362,5,82,residential,1,1900.0,25.0,6.763462058521225,75.58629926823005,"LINESTRING (531667.7728586465 4194614.92598504, 531666.6099498281 4194608.70816237, 531658.8221242018 4194567.226294634, 531656.8595444736 4194540.401536409)"
363,82,5,residential,1,1900.0,25.0,6.763462058521225,75.58629926823005,"LINESTRING (531656.8595444736 4194540.401536409, 531658.8221242018 4194567.226294634, 531666.6099498281 4194608.70816237, 531667.7728586465 4194614.92598504)"
364,117,107,residential,1,1900.0,25.0,15.954193922624565,178.29899332392228,"LINESTRING (526284.1435381963 4195774.466351296, 526294.8263776191 4195754.606940651, 526386.461027059 4195628.848965349)"
365,107,117,residential,1,1900.0,25.0,15.954193922624565,178.29899332392228,"LINESTRING (526386.461027059 4195628.848965349, 526294.8263776191 4195754.606940651, 526284.1435381963 4195774.466351296)"
366,107,191,residential,1,1900.0,25.0,35.08058475263706,392.0494496271464,"LINESTRING (526386.461027059 4195628.848965349, 526614.3867613168 4195310.244119063)"
367,191,107,residential,1,1900.0,25.0,35.08058475263706,392.0494496271464,"LINESTRING (526614.3867613168 4195310.244119063, 526386.461027059 4195628.848965349)"
368,191,127,residential,1,1900.0,25.0,17.838043917195485,199.3523012650367,"LINESTRING (526614.3867613168 4195310.244119063, 526730.886778953 4195148.6667375)"
369,127,191,residential,1,1900.0,25.0,17.838043917195485,199.3523012650367,"LINESTRING (526730.886778953 4195148.6667375, 526614.3867613168 4195310.244119063)"
370,127,104,residential,1,1900.0,25.0,16.327486751941212,182.47079517144851,"LINESTRING (526730.886778953 4195148.6667375, 526787.1536876413 4195069.941439937, 526803.6332185891 4195044.398712233, 526832.73679069 4194997.561287888)"
371,104,127,residential,1,1900.0,25.0,16.327486751941212,182.47079517144851,"LINESTRING (526832.73679069 4194997.561287888, 526803.6332185891 4195044.398712233, 526787.1536876413 4195069.941439937, 526730.886778953 4195148.6667375)"
372,242,43,residential,1,1900.0,25.0,19.910076761364984,222.5086808377848,"LINESTRING (526252.1064739347 4194292.902713443, 526123.4432175547 4194474.219534155)"
373,43,242,residential,1,1900.0,25.0,19.910076761364984,222.5086808377848,"LINESTRING (526123.4432175547 4194474.219534155, 526252.1064739347 4194292.902713443)"
374,43,149,residential,1,1900.0,25.0,17.32746825961077,193.646270223634,"LINESTRING (526123.4432175547 4194474.219534155, 526013.8630050484 4194633.674844288)"
375,149,43,residential,1,1900.0,25.0,17.32746825961077,193.646270223634,"LINESTRING (526013.8630050484 4194633.674844288, 526123.4432175547 4194474.219534155)"
376,228,164,residential,1,1900.0,25.0,17.41006879352709,194.56938750030272,"LINESTRING (526417.7479831323 4194687.40178899, 526310.0386302957 4194849.222517353)"
377,164,228,residential,1,1900.0,25.0,17.41006879352709,194.56938750030272,"LINESTRING (526310.0386302957 4194849.222517353, 526417.7479831323 4194687.40178899)"
378,164,179,residential,1,1900.0,25.0,17.844573764370615,199.4252767587239,"LINESTRING (526310.0386302957 4194849.222517353, 526194.1565049789 4195011.329216504)"
379,179,164,residential,1,1900.0,25.0,17.844573764370615,199.4252767587239,"LINESTRING (526194.1565049789 4195011.329216504, 526310.0386302957 4194849.222517353)"
380,179,231,residential,1,1900.0,25.0,17.39350774411294,194.3843064831576,"LINESTRING (526194.1565049789 4195011.329216504, 526159.1822896894 4195058.693808433, 526120.3132289712 4195114.545044235, 526078.7812651885 4195167.525439155)"
381,231,179,residential,1,1900.0,25.0,17.39350774411294,194.3843064831576,"LINESTRING (526078.7812651885 4195167.525439155, 526120.3132289712 4195114.545044235, 526159.1822896894 4195058.693808433, 526194.1565049789 4195011.329216504)"
382,231,236,residential,1,1900.0,25.0,1.310141772221815,14.64172744995323,"LINESTRING (526078.7812651885 4195167.525439155, 526069.5494380021 4195178.879729785)"
383,236,231,residential,1,1900.0,25.0,1.310141772221815,14.64172744995323,"LINESTRING (526069.5494380021 4195178.879729785, 526078.7812651885 4195167.525439155)"
384,64,231,residential,1,1900.0,25.0,6.417316999129227,71.71789225669677,"LINESTRING (526018.1728094107 4195129.07672568, 526078.7812651885 4195167.525439155)"
385,231,64,residential,1,1900.0,25.0,6.417316999129227,71.71789225669677,"LINESTRING (526078.7812651885 4195167.525439155, 526018.1728094107 4195129.07672568)"
386,231,41,residential,1,1900.0,25.0,7.33442694265859,81.96722108469591,"LINESTRING (526078.7812651885 4195167.525439155, 526144.2863424254 4195216.863493044)"
387,41,231,residential,1,1900.0,25.0,7.33442694265859,81.96722108469591,"LINESTRING (526144.2863424254 4195216.863493044, 526078.7812651885 4195167.525439155)"
388,41,42,residential,1,1900.0,25.0,6.582039076378524,73.55877376372959,"LINESTRING (526144.2863424254 4195216.863493044, 526203.6907642015 4195260.313231295)"
389,42,41,residential,1,1900.0,25.0,6.582039076378524,73.55877376372959,"LINESTRING (526203.6907642015 4195260.313231295, 526144.2863424254 4195216.863493044)"
390,42,19,residential,1,1900.0,25.0,6.441931686357026,71.99297816670793,"LINESTRING (526203.6907642015 4195260.313231295, 526261.1076287717 4195303.801422304)"
391,19,42,residential,1,1900.0,25.0,6.441931686357026,71.99297816670793,"LINESTRING (526261.1076287717 4195303.801422304, 526203.6907642015 4195260.313231295)"
392,24,225,residential,1,1900.0,25.0,6.773706967373485,75.70079310877833,"LINESTRING (525597.8473863715 4194822.636620187, 525612.6304968246 4194832.524192339, 525659.6213336563 4194866.455880269)"
393,225,24,residential,1,1900.0,25.0,6.773706967373485,75.70079310877833,"LINESTRING (525659.6213336563 4194866.455880269, 525612.6304968246 4194832.524192339, 525597.8473863715 4194822.636620187)"
394,225,59,residential,1,1900.0,25.0,6.5931239054992,73.682654285865,"LINESTRING (525659.6213336563 4194866.455880269, 525718.8536321832 4194910.34530787)"
395,59,225,residential,1,1900.0,25.0,6.5931239054992,73.682654285865,"LINESTRING (525718.8536321832 4194910.34530787, 525659.6213336563 4194866.455880269)"
396,59,14,residential,1,1900.0,25.0,6.758782198482586,75.53399864196005,"LINESTRING (525718.8536321832 4194910.34530787, 525780.0884950876 4194954.640893552)"
397,14,59,residential,1,1900.0,25.0,6.758782198482586,75.53399864196005,"LINESTRING (525780.0884950876 4194954.640893552, 525718.8536321832 4194910.34530787)"
398,14,198,residential,1,1900.0,25.0,6.727085853319166,75.17977037683467,"LINESTRING (525780.0884950876 4194954.640893552, 525841.5806906577 4194997.972476334)"
399,198,14,residential,1,1900.0,25.0,6.727085853319166,75.17977037683467,"LINESTRING (525841.5806906577 4194997.972476334, 525780.0884950876 4194954.640893552)"
400,198,33,residential,1,1900.0,25.0,6.642134577559441,74.23038195752616,"LINESTRING (525841.5806906577 4194997.972476334, 525900.8876318944 4195042.673426444)"
401,33,198,residential,1,1900.0,25.0,6.642134577559441,74.23038195752616,"LINESTRING (525900.8876318944 4195042.673426444, 525841.5806906577 4194997.972476334)"
402,9,128,residential,1,1900.0,25.0,15.978306095929485,178.56846329827317,"LINESTRING (526773.7072238749 4194960.88737609, 526767.9501369754 4194965.850315209, 526722.8849613131 4195033.195296763, 526671.2071883754 4195106.621363047)"
403,128,9,residential,1,1900.0,25.0,15.978306095929485,178.56846329827317,"LINESTRING (526671.2071883754 4195106.621363047, 526722.8849613131 4195033.195296763, 526767.9501369754 4194965.850315209, 526773.7072238749 4194960.88737609)"
404,128,190,residential,1,1900.0,25.0,17.671178739660075,197.48746915131954,"LINESTRING (526671.2071883754 4195106.621363047, 526555.8378468106 4195266.716484963)"
405,190,128,residential,1,1900.0,25.0,17.671178739660075,197.48746915131954,"LINESTRING (526555.8378468106 4195266.716484963, 526671.2071883754 4195106.621363047)"
406,190,108,residential,1,1900.0,25.0,35.19010012228165,393.2733585413684,"LINESTRING (526555.8378468106 4195266.716484963, 526328.9433980734 4195587.545277543)"
407,108,190,residential,1,1900.0,25.0,35.19010012228165,393.2733585413684,"LINESTRING (526328.9433980734 4195587.545277543, 526555.8378468106 4195266.716484963)"
408,108,219,residential,1,1900.0,25.0,17.462665548756714,195.15719209607414,"LINESTRING (526328.9433980734 4195587.545277543, 526216.1312954768 4195746.599354625)"
409,219,108,residential,1,1900.0,25.0,17.462665548756714,195.15719209607414,"LINESTRING (526216.1312954768 4195746.599354625, 526328.9433980734 4195587.545277543)"
410,135,7,residential,1,1900.0,25.0,16.21053531107846,181.1637830920704,"LINESTRING (527526.0789944333 4195628.923785897, 527506.2278428567 4195590.046148891, 527481.9096688968 4195556.723377343, 527475.602458486 4195547.459936646, 527474.581723747 4195542.508057639, 527474.7978415975 4195535.729616316, 527476.8933063671 4195529.52332879, 527488.2739108909 4195517.51209602, 527499.8567685842 4195502.871995698, 527515.7006713283 4195475.919448247)"
411,7,135,residential,1,1900.0,25.0,16.21053531107846,181.1637830920704,"LINESTRING (527515.7006713283 4195475.919448247, 527499.8567685842 4195502.871995698, 527488.2739108909 4195517.51209602, 527476.8933063671 4195529.52332879, 527474.7978415975 4195535.729616316, 527474.581723747 4195542.508057639, 527475.602458486 4195547.459936646, 527481.9096688968 4195556.723377343, 527506.2278428567 4195590.046148891, 527526.0789944333 4195628.923785897)"
412,7,140,residential,1,1900.0,25.0,10.511592723896683,117.47421461663704,"LINESTRING (527515.7006713283 4195475.919448247, 527530.2655160471 4195455.530992744, 527548.1002959399 4195435.264502109, 527567.7499676095 4195424.313022503, 527604.9470023783 4195402.824742218)"
413,140,7,residential,1,1900.0,25.0,10.511592723896683,117.47421461663704,"LINESTRING (527604.9470023783 4195402.824742218, 527567.7499676095 4195424.313022503, 527548.1002959399 4195435.264502109, 527530.2655160471 4195455.530992744, 527515.7006713283 4195475.919448247)"
414,132,189,residential,1,1900.0,25.0,8.329962070260638,93.09300480845594,"LINESTRING (526264.2454004321 4195175.029741367, 526286.291284082 4195142.979854282, 526317.1070896093 4195098.498287863)"
415,189,132,residential,1,1900.0,25.0,8.329962070260638,93.09300480845594,"LINESTRING (526317.1070896093 4195098.498287863, 526286.291284082 4195142.979854282, 526264.2454004321 4195175.029741367)"
416,189,130,residential,1,1900.0,25.0,17.88657231670707,199.89463921219345,"LINESTRING (526317.1070896093 4195098.498287863, 526334.2059627718 4195073.988467908, 526354.3821458694 4195046.681494715, 526358.1134678824 4195034.577556857, 526382.657183922 4195005.165516002, 526433.5067499892 4194937.138339463)"
417,130,189,residential,1,1900.0,25.0,17.88657231670707,199.89463921219345,"LINESTRING (526433.5067499892 4194937.138339463, 526382.657183922 4195005.165516002, 526358.1134678824 4195034.577556857, 526354.3821458694 4195046.681494715, 526334.2059627718 4195073.988467908, 526317.1070896093 4195098.498287863)"
418,130,143,residential,1,1900.0,25.0,18.001950273777865,201.1840665375264,"LINESTRING (526433.5067499892 4194937.138339463, 526545.5680848284 4194770.273888218)"
419,143,130,residential,1,1900.0,25.0,18.001950273777865,201.1840665375264,"LINESTRING (526545.5680848284 4194770.273888218, 526433.5067499892 4194937.138339463)"
420,113,42,residential,1,1900.0,25.0,17.252346646254654,192.8067349827297,"LINESTRING (526090.7191830591 4195416.372763413, 526203.6907642015 4195260.313231295)"
421,42,113,residential,1,1900.0,25.0,17.252346646254654,192.8067349827297,"LINESTRING (526203.6907642015 4195260.313231295, 526090.7191830591 4195416.372763413)"
422,4,185,residential,1,1900.0,25.0,9.975940427481438,111.48793504114258,"LINESTRING (531848.9358728139 4194611.644389844, 531879.4602496924 4194704.741102494, 531883.1822657343 4194717.526194733)"
423,185,4,residential,1,1900.0,25.0,9.975940427481438,111.48793504114258,"LINESTRING (531883.1822657343 4194717.526194733, 531879.4602496924 4194704.741102494, 531848.9358728139 4194611.644389844)"
424,118,41,residential,1,1900.0,25.0,17.39019935723229,194.34733300438413,"LINESTRING (526028.8972876975 4195373.071485796, 526144.2863424254 4195216.863493044)"
425,41,118,residential,1,1900.0,25.0,17.39019935723229,194.34733300438413,"LINESTRING (526144.2863424254 4195216.863493044, 526028.8972876975 4195373.071485796)"
426,2,180,residential,1,1900.0,25.0,6.951837895205831,77.69152766211255,"LINESTRING (526208.2538392168 4195114.415149392, 526233.4208681508 4195082.286339304, 526255.6341406398 4195052.910845954)"
427,180,2,residential,1,1900.0,25.0,6.951837895205831,77.69152766211255,"LINESTRING (526255.6341406398 4195052.910845954, 526233.4208681508 4195082.286339304, 526208.2538392168 4195114.415149392)"
428,180,162,residential,1,1900.0,25.0,17.775644789863556,198.6549484785824,"LINESTRING (526255.6341406398 4195052.910845954, 526371.3121363143 4194891.603195896)"
429,162,180,residential,1,1900.0,25.0,17.775644789863556,198.6549484785824,"LINESTRING (526371.3121363143 4194891.603195896, 526255.6341406398 4195052.910845954)"
430,162,3,residential,1,1900.0,25.0,17.545972589170965,196.08820506449445,"LINESTRING (526371.3121363143 4194891.603195896, 526483.7652726306 4194731.163281798)"
431,3,162,residential,1,1900.0,25.0,17.545972589170965,196.08820506449445,"LINESTRING (526483.7652726306 4194731.163281798, 526371.3121363143 4194891.603195896)"
432,52,170,residential,1,1900.0,25.0,9.760446610871497,109.07964473481779,"LINESTRING (526194.7249562831 4194899.436218369, 526250.9735338702 4194806.117093124)"
433,170,52,residential,1,1900.0,25.0,9.760446610871497,109.07964473481779,"LINESTRING (526250.9735338702 4194806.117093124, 526194.7249562831 4194899.436218369)"
434,170,54,residential,1,1900.0,25.0,16.590867716604826,185.4142570027361,"LINESTRING (526250.9735338702 4194806.117093124, 526359.3747923555 4194655.870090217)"
435,54,170,residential,1,1900.0,25.0,16.590867716604826,185.4142570027361,"LINESTRING (526359.3747923555 4194655.870090217, 526250.9735338702 4194806.117093124)"
436,21,212,residential,1,1900.0,25.0,3.610766733790941,40.352779769679714,"LINESTRING (526941.7510363002 4195048.568268172, 526903.8708737176 4195034.486148245)"
437,212,21,residential,1,1900.0,25.0,3.610766733790941,40.352779769679714,"LINESTRING (526903.8708737176 4195034.486148245, 526941.7510363002 4195048.568268172)"
438,212,104,residential,1,1900.0,25.0,7.163556840329269,80.05763120618316,"LINESTRING (526903.8708737176 4195034.486148245, 526832.73679069 4194997.561287888)"
439,104,212,residential,1,1900.0,25.0,7.163556840329269,80.05763120618316,"LINESTRING (526832.73679069 4194997.561287888, 526903.8708737176 4195034.486148245)"
440,104,9,residential,1,1900.0,25.0,6.272046642181998,70.09439698459988,"LINESTRING (526832.73679069 4194997.561287888, 526783.2305352848 4194962.948895499, 526773.7072238749 4194960.88737609)"
441,9,104,residential,1,1900.0,25.0,6.272046642181998,70.09439698459988,"LINESTRING (526773.7072238749 4194960.88737609, 526783.2305352848 4194962.948895499, 526832.73679069 4194997.561287888)"
442,105,144,residential,1,1900.0,25.0,14.100974521427162,157.5880031451404,"LINESTRING (525559.4586114738 4194795.799719322, 525556.2795424099 4194786.20359042, 525556.6666949848 4194777.639331749, 525558.9283123676 4194771.311043115, 525567.9137525504 4194762.762494549, 525576.8522785553 4194757.986164561, 525585.6227346193 4194753.542174721, 525595.2564772655 4194751.375397011, 525613.5693125296 4194748.692072672, 525625.7278269982 4194748.85210627, 525637.2758300474 4194750.252907364, 525645.537268197 4194751.155258343, 525651.3067269415 4194750.496499173, 525657.8079705313 4194746.367247776, 525661.3569145142 4194741.68509914, 525663.1439056461 4194735.344258418, 525663.1659547011 4194728.298899159, 525662.482444608 4194721.961422302)"
443,144,105,residential,1,1900.0,25.0,14.100974521427162,157.5880031451404,"LINESTRING (525662.482444608 4194721.961422302, 525663.1659547011 4194728.298899159, 525663.1439056461 4194735.344258418, 525661.3569145142 4194741.68509914, 525657.8079705313 4194746.367247776, 525651.3067269415 4194750.496499173, 525645.537268197 4194751.155258343, 525637.2758300474 4194750.252907364, 525625.7278269982 4194748.85210627, 525613.5693125296 4194748.692072672, 525595.2564772655 4194751.375397011, 525585.6227346193 4194753.542174721, 525576.8522785553 4194757.986164561, 525567.9137525504 4194762.762494549, 525558.9283123676 4194771.311043115, 525556.6666949848 4194777.639331749, 525556.2795424099 4194786.20359042, 525559.4586114738 4194795.799719322)"
444,154,74,residential,1,1900.0,25.0,11.65580917460397,130.26161348462193,"LINESTRING (525597.1600897873 4194459.789446265, 525610.1258600979 4194446.526832522, 525612.8689407293 4194443.728324394, 525627.86108215 4194423.515404055, 525649.5340054218 4194372.800627372, 525659.3325214552 4194351.839243018, 525655.5665036505 4194349.974569956)"
445,74,154,residential,1,1900.0,25.0,11.65580917460397,130.26161348462193,"LINESTRING (525655.5665036505 4194349.974569956, 525659.3325214552 4194351.839243018, 525649.5340054218 4194372.800627372, 525627.86108215 4194423.515404055, 525612.8689407293 4194443.728324394, 525610.1258600979 4194446.526832522, 525597.1600897873 4194459.789446265)"
446,196,75,residential,1,1900.0,25.0,11.119115757971706,124.26369868095335,"LINESTRING (531113.9610840902 4194891.806706138, 531049.2773953705 4194785.857253053)"
447,75,196,residential,1,1900.0,25.0,11.119115757971706,124.26369868095335,"LINESTRING (531049.2773953705 4194785.857253053, 531113.9610840902 4194891.806706138)"
448,8,81,residential,1,1900.0,25.0,11.296928120908078,126.25087305440408,"LINESTRING (531428.3360229454 4194684.925580872, 531360.2001641638 4194578.782931406)"
449,81,8,residential,1,1900.0,25.0,11.296928120908078,126.25087305440408,"LINESTRING (531360.2001641638 4194578.782931406, 531428.3360229454 4194684.925580872)"
450,134,49,residential,1,1900.0,25.0,6.318133540660323,70.6094494932982,"LINESTRING (527519.4719476356 4195709.008948954, 527498.2414617224 4195711.866838223, 527484.5617603199 4195699.139147964, 527471.0232301065 4195680.997496719, 527467.6978802896 4195673.852140483)"
451,49,134,residential,1,1900.0,25.0,6.318133540660323,70.6094494932982,"LINESTRING (527467.6978802896 4195673.852140483, 527471.0232301065 4195680.997496719, 527484.5617603199 4195699.139147964, 527498.2414617224 4195711.866838223, 527519.4719476356 4195709.008948954)"
452,86,185,residential,1,1900.0,25.0,9.283082654107991,103.74477709105936,"LINESTRING (531833.6347613813 4194707.547698366, 531836.8833205422 4194708.692024442, 531839.9072598072 4194711.078146514, 531843.0395876397 4194714.984738478, 531853.1369172442 4194741.053388028, 531858.50899932 4194752.302640853, 531860.5691469031 4194753.830693007, 531862.192682676 4194754.591477576, 531864.7942109461 4194754.812395977, 531868.2715517377 4194753.638718485, 531871.8703875089 4194750.612609447, 531877.9815305034 4194739.09731367, 531883.1501275032 4194725.792023975, 531883.1822657343 4194717.526194733)"
453,46,215,residential,1,1900.0,25.0,6.726076857062068,75.16849415581211,"LINESTRING (531567.6045396323 4195014.878147226, 531558.3381600948 4195030.886195955, 531549.2478944955 4195051.399600879, 531536.1065182848 4195082.892818331)"
454,215,46,residential,1,1900.0,25.0,6.726076857062068,75.16849415581211,"LINESTRING (531536.1065182848 4195082.892818331, 531549.2478944955 4195051.399600879, 531558.3381600948 4195030.886195955, 531567.6045396323 4195014.878147226)"
455,215,255,residential,1,1900.0,25.0,3.9544182849154543,44.19332012645791,"LINESTRING (531536.1065182848 4195082.892818331, 531519.3337189141 4195123.703195376)"
456,255,215,residential,1,1900.0,25.0,3.9544182849154543,44.19332012645791,"LINESTRING (531519.3337189141 4195123.703195376, 531536.1065182848 4195082.892818331)"
457,255,32,residential,1,1900.0,25.0,5.203336656356484,58.15083433567818,"LINESTRING (531519.3337189141 4195123.703195376, 531498.6763855909 4195177.957212916)"
458,32,255,residential,1,1900.0,25.0,5.203336656356484,58.15083433567818,"LINESTRING (531498.6763855909 4195177.957212916, 531519.3337189141 4195123.703195376)"
459,32,158,residential,1,1900.0,25.0,8.638011253414861,96.53566443244145,"LINESTRING (531498.6763855909 4195177.957212916, 531456.9355646466 4195264.850238787)"
