eid,nid_s,nid_e,type,lanes,capacity,maxmph,fft,length,geometry
483,80,237,residential,1,1900.0,25.0,11.718086844969374,130.95760890667606,"LINESTRING (531168.6043971382 4194860.958673619, 531098.3639225119 4194750.582907931)"
484,237,80,residential,1,1900.0,25.0,11.718086844969374,130.95760890667606,"LINESTRING (531098.3639225119 4194750.582907931, 531168.6043971382 4194860.958673619)"
485,120,143,residential,1,1900.0,25.0,6.537635095092574,73.06252900192862,"LINESTRING (526606.2129908013 4194811.112057965, 526545.5680848284 4194770.273888218)"
486,143,120,residential,1,1900.0,25.0,6.537635095092574,73.06252900192862,"LINESTRING (526545.5680848284 4194770.273888218, 526606.2129908013 4194811.112057965)"
487,143,3,residential,1,1900.0,25.0,6.539165283656649,73.0796299022871,"LINESTRING (526545.5680848284 4194770.273888218, 526483.7652726306 4194731.163281798)"
488,3,143,residential,1,1900.0,25.0,6.539165283656649,73.0796299022871,"LINESTRING (526483.7652726306 4194731.163281798, 526545.5680848284 4194770.273888218)"
489,3,228,residential,1,1900.0,25.0,7.082094422909594,79.14723315723731,"LINESTRING (526483.7652726306 4194731.163281798, 526417.7479831323 4194687.40178899)"
490,228,3,residential,1,1900.0,25.0,7.082094422909594,79.14723315723731,"LINESTRING (526417.7479831323 4194687.40178899, 526483.7652726306 4194731.163281798)"
491,228,54,residential,1,1900.0,25.0,5.930303263150942,66.27518175179864,"LINESTRING (526417.7479831323 4194687.40178899, 526359.3747923555 4194655.870090217)"
492,54,228,residential,1,1900.0,25.0,5.930303263150942,66.27518175179864,"LINESTRING (526359.3747923555 4194655.870090217, 526417.7479831323 4194687.40178899)"
493,54,234,residential,1,1900.0,25.0,6.6650204788063325,74.48614750565861,"LINESTRING (526359.3747923555 4194655.870090217, 526293.1146036017 4194621.661775325)"
494,234,54,residential,1,1900.0,25.0,6.6650204788063325,74.48614750565861,"LINESTRING (526293.1146036017 4194621.661775325, 526359.3747923555 4194655.870090217)"
495,154,233,residential,1,1900.0,25.0,47.59700340984232,531.928960771595,"LINESTRING (525597.1600897873 4194459.789446265, 525568.3709705088 4194466.667396977, 525540.5238277073 4194481.636751418, 525531.8791689809 4194496.42186784, 525527.562107706 4194510.599134568, 525526.0863021533 4194524.319250513, 525529.1566960011 4194540.627594874, 525547.6384973504 4194565.693637272, 525557.0257605838 4194574.976249414, 525593.7395750552 4194592.321532068, 525621.1201585518 4194608.406252604, 525751.8934263046 4194683.275507984, 525785.4870969598 4194697.238931876, 525814.2103485642 4194702.710455969, 525852.1268631066 4194706.324880685, 525889.7573872341 4194708.618253468)"
496,233,154,residential,1,1900.0,25.0,47.59700340984231,531.9289607715948,"LINESTRING (525889.7573872341 4194708.618253468, 525852.1268631066 4194706.324880685, 525814.2103485642 4194702.710455969, 525785.4870969598 4194697.238931876, 525751.8934263046 4194683.275507984, 525621.1201585518 4194608.406252604, 525593.7395750552 4194592.321532068, 525557.0257605838 4194574.976249414, 525547.6384973504 4194565.693637272, 525529.1566960011 4194540.627594874, 525526.0863021533 4194524.319250513, 525527.562107706 4194510.599134568, 525531.8791689809 4194496.42186784, 525540.5238277073 4194481.636751418, 525568.3709705088 4194466.667396977, 525597.1600897873 4194459.789446265)"
497,167,133,residential,1,1900.0,25.0,6.063825242810243,67.76738089863927,"LINESTRING (531055.106444552 4194920.475578913, 531018.317360689 4194863.639695003)"
498,133,167,residential,1,1900.0,25.0,6.063825242810243,67.76738089863927,"LINESTRING (531018.317360689 4194863.639695003, 531055.106444552 4194920.475578913)"
499,204,211,residential,1,1900.0,25.0,14.048055182416507,156.99659345570524,"LINESTRING (526237.970233005 4196566.75935497, 526260.1151046575 4196615.105503661, 526270.3053599439 4196627.908740241, 526282.9964365138 4196642.029244021, 526289.6977397278 4196654.632698463, 526290.462643776 4196665.530641302, 526288.5409817778 4196678.206293486, 526284.2564525392 4196690.397273673, 526273.9804977995 4196704.355372512)"
500,211,204,residential,1,1900.0,25.0,14.048055182416507,156.99659345570524,"LINESTRING (526273.9804977995 4196704.355372512, 526284.2564525392 4196690.397273673, 526288.5409817778 4196678.206293486, 526290.462643776 4196665.530641302, 526289.6977397278 4196654.632698463, 526282.9964365138 4196642.029244021, 526270.3053599439 4196627.908740241, 526260.1151046575 4196615.105503661, 526237.970233005 4196566.75935497)"
501,213,206,residential,1,1900.0,25.0,6.450954264630756,72.09381162975811,"LINESTRING (526225.8813549801 4196512.720322629, 526215.461343941 4196527.709884639, 526205.68244647 4196534.63529982, 526181.456703944 4196545.919355224, 526169.1665074332 4196554.800641645)"
502,206,213,residential,1,1900.0,25.0,6.450954264630756,72.09381162975811,"LINESTRING (526169.1665074332 4196554.800641645, 526181.456703944 4196545.919355224, 526205.68244647 4196534.63529982, 526215.461343941 4196527.709884639, 526225.8813549801 4196512.720322629)"
503,51,182,residential,1,1900.0,25.0,22.412359853088546,250.47340023567884,"LINESTRING (531591.5943324972 4194862.610703721, 531582.1481751159 4194856.760410831, 531574.7859147184 4194850.840486411, 531567.8498698901 4194843.823781004, 531562.6684711439 4194835.482406789, 531560.1785403005 4194826.82963272, 531559.5815354995 4194819.759668499, 531562.2855512055 4194772.792840999, 531563.7366740803 4194763.533903704, 531567.0886466006 4194753.805188839, 531572.7941091692 4194747.070155285, 531580.223646561 4194742.394383971, 531685.4692209241 4194710.99033059)"
504,182,221,residential,1,1900.0,25.0,5.450370719486521,60.91160839837418,"LINESTRING (531685.4692209241 4194710.99033059, 531746.4666368429 4194708.907344288)"
505,227,39,residential,1,1900.0,25.0,7.591754977584811,84.84303729978555,"LINESTRING (531794.6102093478 4194910.927394154, 531711.4562855436 4194893.318998799)"
506,39,227,residential,1,1900.0,25.0,7.591754977584811,84.84303729978555,"LINESTRING (531711.4562855436 4194893.318998799, 531794.6102093478 4194910.927394154)"
507,39,51,residential,1,1900.0,25.0,11.055758810580501,123.55564160237483,"LINESTRING (531711.4562855436 4194893.318998799, 531618.8869127536 4194870.937471711, 531591.5943324972 4194862.610703721)"
508,51,39,residential,1,1900.0,25.0,11.055758810580501,123.55564160237483,"LINESTRING (531591.5943324972 4194862.610703721, 531618.8869127536 4194870.937471711, 531711.4562855436 4194893.318998799)"
509,227,119,residential,1,1900.0,25.0,0.4579302368052584,5.1176825749358335,"LINESTRING (531794.6102093478 4194910.927394154, 531794.423380221 4194916.03048131)"
510,119,227,residential,1,1900.0,25.0,0.4579302368052584,5.1176825749358335,"LINESTRING (531794.423380221 4194916.03048131, 531794.6102093478 4194910.927394154)"
511,119,147,residential,1,1900.0,25.0,11.87438694864355,132.70436911760785,"LINESTRING (531794.423380221 4194916.03048131, 531794.000579434 4194981.990062615, 531792.5936894251 4194988.85256337, 531784.6430728091 4195023.649710719, 531784.1551927355 4195029.306394119, 531786.5730727427 4195038.32510569, 531790.2258729532 4195046.283462542)"
512,147,119,residential,1,1900.0,25.0,11.87438694864355,132.70436911760785,"LINESTRING (531790.2258729532 4195046.283462542, 531786.5730727427 4195038.32510569, 531784.1551927355 4195029.306394119, 531784.6430728091 4195023.649710719, 531792.5936894251 4194988.85256337, 531794.000579434 4194981.990062615, 531794.423380221 4194916.03048131)"
513,71,201,tertiary,1,1900.0,25.0,994.4717881782642,11113.900180803132,"LINESTRING (535192.7938089848 4202996.716846143, 535148.0624149062 4202949.546432365, 535125.4734203187 4202932.917195217, 535097.1687310947 4202917.816851514, 535077.3772562452 4202904.195521175, 535044.0608353044 4202890.294367509, 535034.8714724365 4202882.599153439, 535021.6727833312 4202867.674753916, 535008.0063982503 4202859.4056298, 534960.3396258613 4202853.32116031, 534904.3703116545 4202858.075047458, 534892.4320028189 4202856.470747303, 534873.4880702479 4202849.954603756, 534857.5048116818 4202849.442650627, 534804.3782285555 4202867.301936071, 534776.9487537844 4202873.398691561, 534744.8822334027 4202875.259577696, 534724.8542386809 4202873.743208714, 534716.9607031187 4202873.143831586, 534697.099773286 4202875.72245014, 534666.407527441 4202884.912451534, 534651.7852176866 4202886.59246631, 534638.4634570809 4202888.122679351, 534610.3611222999 4202887.227027337, 534554.4339909342 4202882.108560127, 534539.0829300135 4202877.494594923, 534514.6363719327 4202863.633072808, 534502.8745980001 4202861.80817864, 534495.0502103395 4202863.550440814, 534488.1821341281 4202867.626780706, 534471.1593416986 4202884.531004312, 534461.6428356904 4202891.813875176, 534447.0345469653 4202898.520538587, 534435.2550573485 4202900.911925127, 534419.3648468908 4202899.180723236, 534400.3328192094 4202892.665307503, 534380.675689998 4202888.58830025, 534352.6579063033 4202888.47056851, 534328.8410620779 4202891.921097724, 534308.8134940984 4202892.391828978, 534296.7845067326 4202891.453743401, 534269.6747890742 4202884.239038483, 534249.6499951278 4202884.044201539, 534234.261618025 4202888.30698525, 534220.5253142645 4202896.5710592, 534206.5878555614 4202910.936792405, 534198.2752539193 4202924.438434392, 534185.6506860268 4202939.919234343, 534172.961980331 4202949.741124337, 534170.3488586524 4202950.828652001, 534158.0942561436 4202955.559583489, 534118.285825345 4202960.608259864, 534054.2384365252 4202965.112347499, 534007.2059869842 4202975.45728399, 533995.2616929465 4202975.296671798, 533967.8852861476 4202968.85853637, 533955.8554564993 4202968.142856014, 533920.4322349742 4202974.764059183, 533871.6566733685 4202981.90706511, 533862.0631905318 4202986.727127681, 533853.5962466507 4202995.235540784, 533847.9320344056 4203005.641781702, 533834.6903991153 4203043.089475817, 533826.2036812436 4203052.152605799, 533816.6076665357 4203059.735467841, 533804.9092533131 4203061.739754121, 533793.3090814501 4203061.225804834, 533779.0110123651 4203056.828429961, 533772.1366909008 4203054.037281972, 533764.5500856048 4203051.454011823, 533749.1212887933 4203046.497250868, 533738.0026836358 4203046.340420729, 533728.457071342 4203048.109598728, 533719.6661909997 4203052.156458557, 533715.2927569131 4203054.168887301, 533702.0028089811 4203063.012626875, 533691.499597974 4203071.246525065, 533682.1531508551 4203073.715588032, 533672.2377006531 4203075.727407036, 533652.650537467 4203073.882612743, 533641.7745361092 4203072.406557736, 533634.4450950122 4203071.355632699, 533626.0433964509 4203068.347513517, 533618.1590307909 4203063.410928668, 533601.4369404016 4203048.285737331, 533582.7528320709 4203036.114997838, 533576.5752334415 4203032.605674821, 533567.1218423947 4203033.31026046, 533560.3911750587 4203036.156347726, 533539.2090665484 4203054.831783582, 533531.1374909861 4203067.691547876, 533518.0761842295 4203082.949666691, 533503.9049841207 4203090.436474309, 533492.2998988309 4203093.273744367, 533484.2206516578 4203093.018752477, 533476.5008904288 4203090.768066963, 533466.8688908644 4203083.627584444, 533458.6689039562 4203069.94668273, 533448.0600708089 4203043.940037604, 533437.6783634683 4203026.810660332, 533426.2181799562 4203015.668407443, 533398.7079636088 4202998.912907801, 533392.9334622285 4202993.452580025, 533388.7453090579 4202986.667284332, 533385.806230801 4202975.116066512, 533385.8897559879 4202926.684974964, 533373.6509853175 4202897.509593681, 533350.5765561322 4202869.787919522, 533297.992091522 4202820.088178962, 533281.5512558508 4202802.490530235, 533272.6462183222 4202789.250774261, 533261.6846424062 4202763.353911395, 533250.9495031908 4202746.556211178, 533241.5821981683 4202738.973264453, 533226.4963532776 4202733.697128891, 533202.3458100964 4202732.822377023, 533182.5688388332 4202736.403597551, 533132.7040542609 4202752.067860666, 533104.1864981847 4202766.820215924, 533092.0231375647 4202777.311619126, 533084.6071719837 4202786.712703248, 533054.6405265889 4202834.079831065, 533033.6852740383 4202872.862337993, 533031.2838823686 4202875.926063786, 533024.6778095416 4202880.559452598, 533016.9416002354 4202882.303481261, 533005.0917127673 4202880.480388512, 532950.6860499843 4202846.309104637, 532939.2837388013 4202842.379786351, 532923.3044060362 4202840.873044737, 532903.5291638498 4202844.122081619, 532888.5743467533 4202849.942489463, 532878.621863183 4202856.781618022, 532848.1269754421 4202882.955166298, 532831.0451992439 4202893.538155379, 532815.4855103027 4202896.915281124, 532803.8143771503 4202894.316519905, 532795.9167533618 4202885.952206505, 532792.2831159726 4202878.736726522, 532792.8741577324 4202862.761730869, 532798.713221477 4202852.244522212, 532810.0882879139 4202841.08380085, 532834.9973094786 4202827.980247876, 532844.3376494859 4202820.472884719, 532849.631999168 4202814.391681635, 532867.2364954134 4202783.06244739, 532875.9652199551 4202774.775984769, 532898.6047708121 4202758.223929909, 532903.3735514857 4202751.80778556, 532907.3714982359 4202740.506570005, 532907.4910246989 4202732.629322562, 532904.727281848 4202720.9680419, 532876.1115797748 4202672.809926386, 532862.2920360477 4202658.330383074, 532840.9045873841 4202647.370998708, 532821.0459287727 4202640.656244178, 532794.2690597259 4202624.393953721, 532785.7813691639 4202618.54594377, 532781.027675992 4202612.435522384, 532778.4397797852 4202605.05781338, 532778.4172503509 4202599.720841517, 532780.0402232289 4202593.635977779, 532781.9104439495 4202589.416130465, 532786.9004347036 4202584.787163815, 532792.0452392685 4202580.979879534, 532798.7144768628 4202578.144009912, 532822.7065249463 4202572.670366532, 532829.6764962311 4202567.128454124, 532833.1082684523 4202563.391987767, 532834.1149939769 4202559.856600164, 532835.8656062818 4202550.432547981, 532839.5278257312 4202539.618152036, 532843.2655102668 4202534.074369937, 532851.4195465451 4202528.969950479, 532873.1422293877 4202522.15589287, 532898.2808705885 4202519.926930876, 532910.8655256584 4202516.094170353, 532916.717970161 4202511.080413748, 532920.7248351643 4202506.325522417, 532922.8812778221 4202498.667288546, 532922.6771724877 4202490.455879818, 532919.2274395289 4202481.177346584, 532914.2145021237 4202474.011743723, 532896.4878975389 4202452.504144642, 532894.1275302075 4202445.349223084, 532894.360916924 4202437.550104707, 532903.6897905155 4202411.180605243, 532904.983305854 4202395.319406144, 532903.521794448 4202387.435802972, 532899.6851542633 4202380.430277922, 532895.4084377193 4202373.644892761, 532881.6771422048 4202358.943775552, 532873.9159547816 4202344.932395899, 532872.7513957103 4202339.646312675, 532870.9809883639 4202319.001782932, 532872.0384093069 4202309.41962012, 532874.2375250561 4202302.072217922, 532878.2497725061 4202295.996977418, 532883.5840731728 4202290.992210189, 532890.7762740619 4202287.048977927, 532913.72374868 4202275.0805945, 532929.3221766755 4202262.383679007, 532948.7280243995 4202242.157266474, 532956.7949360235 4202223.882378723, 532962.9983137366 4202188.513098932, 532962.4156407376 4202180.522075033, 532959.8987504999 4202172.967073231, 532946.2943880718 4202148.502429167, 532946.3430945151 4202136.408658471, 532953.6208984934 4202117.79773006, 532955.5455082491 4202097.94474937, 532951.6001325109 4202074.295693794, 532941.1810107452 4202044.074296508, 532941.3175471119 4202031.980881459, 532946.681730606 4202008.702184127, 532946.3947163031 4201992.723681025, 532933.3828505274 4201930.093351377, 532925.2504503117 4201899.104512821, 532923.7255798086 4201885.118200042, 532926.063915563 4201871.591249837, 532930.9948495619 4201859.938759098, 532941.6726716972 4201834.706476439, 532945.3532446871 4201815.082479557, 532945.6815536742 4201798.995505409, 532941.5268039823 4201783.667156431, 532932.3561140979 4201770.537693535, 532923.1639636026 4201762.733935409, 532892.9383105926 4201742.75163972, 532878.3836969211 4201735.924959484, 532866.5316705385 4201734.213033773, 532854.8379476784 4201736.828956898, 532844.622407101 4201743.223257815, 532834.5585219716 4201755.609682053, 532813.6715933083 4201794.470648174, 532786.1067020647 4201833.859672501, 532776.6192316889 4201855.90145385, 532771.1187108534 4201891.384620094, 532765.6995543438 4201906.563579287, 532759.3341667707 4201916.745834036, 532739.3814546134 4201941.852465839, 532732.9983697081 4201956.472820636, 532728.782402099 4202000.282690505, 532721.471727503 4202027.215212651, 532713.4925518563 4202045.601628006, 532696.8879167526 4202068.280769684, 532679.342413299 4202084.631821074, 532664.0177358142 4202092.581480632, 532660.2679767243 4202094.530391171, 532643.6934197035 4202103.129725899, 532591.9784775418 4202141.535440365, 532577.6926170551 4202155.569665896, 532542.9962558139 4202199.70212152, 532532.0576583426 4202211.419713465, 532516.8093429946 4202224.562586752, 532452.9419354361 4202248.940699931, 532435.1615132113 4202258.301250779, 532412.3463115152 4202274.742930476, 532401.2608949662 4202279.248118831, 532389.3085489505 4202280.865091475, 532377.3680649218 4202279.486376783, 532370.1795266003 4202275.907407026, 532365.1961135932 4202270.007138984, 532365.1398838388 4202262.018245606, 532369.3823842771 4202255.377806486, 532406.7187670969 4202231.892480632, 532433.954966089 4202208.145364285, 532464.5819851697 4202171.097342435, 532498.5964913841 4202121.63607021, 532512.3966933135 4202097.170124909, 532524.3889774029 4202063.487853587, 532542.7640439398 4202037.264889407, 532560.9441182839 4202015.923155102, 532570.3253170844 4201998.318853016, 532580.1806609182 4201971.951104241, 532585.2644219153 4201952.665400423, 532587.4353381878 4201936.918616548, 532587.1079493208 4201908.846017424, 532581.6112093386 4201877.424219267, 532572.6347300924 4201859.524926011, 532557.0917593044 4201836.162777841, 532547.303862141 4201823.475110113, 532533.1295958486 4201809.327613032, 532519.9904165234 4201799.95526486, 532509.1178974451 4201794.919138885, 532497.4464162603 4201791.987974261, 532485.4147490918 4201791.274470189, 532461.3368817429 4201793.508929466, 532441.731032618 4201797.758357501, 532411.9048136462 4201809.734094894, 532362.7737869921 4201836.512443858, 532353.1967802596 4201839.281694232, 532344.7166864728 4201840.113602783, 532338.8392360882 4201840.312275926, 532332.9774543816 4201838.769042355, 532328.7015468449 4201836.03377967, 532327.1348726933 4201832.366117541, 532326.5049699617 4201827.270854594, 532327.7092686757 4201820.385389513, 532329.8203529847 4201812.993120954, 532333.3279458621 4201805.650753389, 532337.2651355895 4201798.52089731, 532342.2275358302 4201792.038627165, 532406.2953446772 4201715.656437586, 532412.4265643345 4201704.640834079, 532424.9990827845 4201675.310118227, 532431.8025705742 4201665.351253469, 532442.8291449992 4201653.744833723, 532464.7716513388 4201636.301190197, 532475.7987519415 4201624.583862922, 532516.0934819479 4201564.828919339, 532559.07536727 4201470.134463974, 532570.6484458147 4201453.759382887, 532586.4447821398 4201435.736831343, 532594.9323148944 4201422.123338117, 532600.3510190645 4201407.055228962, 532600.8539041335 4201391.079907272, 532593.0021241443 4201377.401329746, 532570.7572176161 4201360.225893257, 532562.4462561636 4201351.538432317, 532543.7689142838 4201320.840926404, 532536.0237872408 4201302.391825148, 532535.0009454597 4201294.510051121, 532536.1742793621 4201286.637009392, 532552.1124630519 4201255.100807036, 532556.7399035266 4201240.19595532, 532559.2628984833 4201226.514317826, 532557.4672278783 4201211.950059475, 532544.6361633808 4201175.672667072, 532532.32995872 4201126.671007507, 532507.8552932321 4201073.49355112, 532494.509319594 4201027.394813292, 532488.2422700397 4201012.724060052, 532477.3072481042 4201001.030531718, 532466.7881167942 4200995.21920712, 532451.5215348789 4200990.276697623, 532423.8706747087 4200984.619419013, 532413.1740262961 4200979.251274961, 532402.326703263 4200967.558196355, 532387.6622215282 4200943.645135554, 532370.0906696588 4200921.717767271, 532355.4730663503 4200908.123631213, 532341.4471348244 4200900.412397074, 532329.7751921534 4200897.259580725, 532317.8318000855 4200896.102872569, 532298.224761393 4200900.130748476, 532284.1379241652 4200907.841911922, 532252.8510653061 4200933.015950698, 532227.1260771069 4200951.332890501, 532212.0826468026 4200956.599432603, 532204.3592137691 4200954.682826001, 532197.7883125525 4200950.107876815, 532164.4741817284 4200910.033612075, 532141.1042093222 4200887.973002964, 532134.2679223195 4200883.840877879, 532126.6335610035 4200881.591835011, 532118.6395163133 4200881.449504015, 532084.59490442 4200893.077032267, 532072.7415007552 4200891.366267567, 532057.741090384 4200885.648866648, 532045.794171393 4200885.380170106, 532030.4019408163 4200889.979958981, 532011.922346929 4200897.785350434, 531993.7902894765 4200906.590723291, 531976.7059811355 4200917.06453202, 531954.6747715212 4200934.509127768, 531916.5838701369 4200970.087503555, 531906.9796186329 4200977.372981682, 531897.0845081916 4200978.144368197, 531895.4699206988 4200977.660975275, 531892.3163870802 4200975.318662077, 531889.2701576857 4200967.983861916, 531889.6522565332 4200960.107654256, 531892.1419069729 4200952.461566575, 531906.7484373993 4200924.003459691, 531913.7617845036 4200905.279670115, 531917.232982197 4200893.754046731, 531919.1397409004 4200877.895138024, 531917.460167576 4200858.027918005, 531905.0994219014 4200828.688008268, 531906.6391896389 4200816.821991842, 531909.8304174083 4200809.511506184, 531925.1210341715 4200785.938054049, 531937.2191664467 4200770.007959536, 531970.0381637072 4200734.852898804, 531982.6392968347 4200725.138228779, 531993.6404520005 4200720.18832146, 532013.4074116035 4200720.265617218, 532044.5395750451 4200712.176896244, 532069.8012791163 4200700.070963739, 532090.542529903 4200675.742503137, 532099.6615146101 4200657.914757364, 532103.4840554431 4200646.501545007, 532104.2400417159 4200610.55559393, 532108.9202616512 4200604.471514155, 532116.4861893748 4200601.83831677, 532136.4374228627 4200599.80851432, 532147.8733193051 4200596.081007461, 532154.5676966399 4200591.669166699, 532167.3672181659 4200576.296932311, 532176.5346409539 4200568.566225884, 532187.7970717 4200564.283325166, 532207.4922737468 4200560.366479385, 532217.2708066909 4200553.63680401, 532223.4608408638 4200543.453454607, 532224.5461166472 4200535.580032633, 532219.2231357363 4200504.04829922, 532220.6755581996 4200492.181998641, 532227.7415780749 4200482.667821974, 532251.3468052592 4200467.560178956, 532259.5523859554 4200458.716240439, 532262.919340177 4200451.517537805, 532266.2631765408 4200427.897636957, 532272.9787535234 4200418.160210828, 532283.8060981715 4200412.877144136, 532295.5023911607 4200410.038495737, 532335.6484304208 4200411.306530014, 532351.5587878263 4200409.261284495, 532362.1230649217 4200403.866327611, 532367.3307338881 4200397.784479728, 532370.6103897189 4200390.474522165, 532370.7294005645 4200382.597298446, 532365.7641187824 4200371.815179681, 532328.8331108644 4200335.054599677, 532323.7619230219 4200328.821180198, 532318.885279675 4200317.817534931, 532318.2450634307 4200301.948667877, 532320.472171835 4200294.190722022, 532330.7666555526 4200268.157323288, 532346.8844050907 4200235.933556397, 532352.3358547371 4200212.654884172, 532350.202092591 4200196.780113795, 532345.2371060608 4200185.887059786, 532338.8637316934 4200175.654165382, 532324.1564294379 4200162.170714344, 532309.1530944594 4200156.896673183, 532297.1998627109 4200157.959036741, 532289.807434596 4200161.036568112, 532271.3836289811 4200176.49738871, 532233.0033081612 4200217.398923036, 532223.2234908573 4200224.350482165, 532215.7441657215 4200227.20583096, 532135.5185027143 4200229.664318313, 532112.2586529633 4200223.803460891, 532103.5036992565 4200215.891430153, 532100.4573659106 4200208.55656053, 532100.648746967 4200204.562989607, 532104.8216216111 4200193.484017616, 532120.5514830018 4200170.356471476, 532141.2072175957 4200145.805901364, 532173.1245930851 4200095.003689153, 532178.5433609793 4200079.935330739, 532179.3969072336 4200063.961401991, 532182.6187609395 4200048.995364275, 532185.5774806809 4200033.917340123, 532200.4318827055 4200010.120785504, 532207.0790622395 4199995.501092283, 532236.2698263417 4199967.988604416, 532243.4250435374 4199958.252888625, 532249.1950371673 4199943.296914587, 532250.1365934412 4199927.3233417, 532247.474942856 4199911.557481683, 532244.5169197132 4199904.111956256, 532236.7330341231 4199894.98312727, 532229.8963947986 4199890.739982021, 532218.4004362368 4199887.144224318, 532210.4071669101 4199886.55800369, 532182.7105364747 4199891.552929508, 532174.8969179908 4199889.968869804, 532168.8544898946 4199884.841270787, 532165.1921800554 4199877.725867696, 532163.5533117683 4199869.952695936, 532165.771862759 4199842.001175285, 532168.1908011843 4199830.138674625, 532175.4688027605 4199811.527118206, 532182.1860744966 4199801.456769428, 532215.9733989334 4199767.083175845, 532230.3711358969 4199747.833968207, 532239.2457534933 4199725.456341774, 532244.7859533306 4199701.956058763, 532253.5553099758 4199684.016166124, 532261.4115203464 4199674.83799568, 532276.9263937421 4199662.028563657, 532288.8515539541 4199645.987356901, 532294.6218427416 4199631.031420085, 532295.9708902079 4199623.159057137, 532296.5051901082 4199599.084298928, 532293.0680412403 4199579.43200791, 532286.9756546582 4199564.65119246, 532278.662106617 4199556.075008981, 532267.6093979889 4199551.371403367, 532251.5295346377 4199551.418999675, 532220.3062045908 4199559.173748243, 532209.2512850524 4199555.024979372, 532203.4931725883 4199544.572721084, 532202.9248063923 4199532.698485307, 532215.3932366681 4199490.252433061, 532214.9127493105 4199478.378543078, 532210.3877766553 4199467.154460808, 532203.0445100097 4199457.583595084, 532186.0655341574 4199440.430030955, 532172.2135170795 4199432.497909186, 532144.1965803757 4199429.170225368, 532112.9455121106 4199421.502776116, 532100.8220272254 4199420.900469732, 532089.0382686193 4199423.295250157, 532066.3038172218 4199439.738214064, 532054.6940925159 4199442.577538134, 532047.3245665138 4199439.663905773, 532041.3704584502 4199434.314847889, 532019.7801328956 4199405.382546841, 532005.1596438674 4199391.678137694, 531989.9780884122 4199386.625914251, 531957.8285560897 4199383.948444982, 531942.0890210751 4199386.771810945, 531931.8712988538 4199393.16724253, 531923.3148526307 4199401.677274721, 531903.3582740293 4199426.896822535, 531894.2772840675 4199434.739121703, 531882.9277588534 4199438.467328021, 531875.2028144177 4199436.551046161, 531866.094449784 4199428.859820513, 531860.9521757867 4199418.077347786, 531858.4497905199 4199406.306571085, 531857.7682046596 4199378.232759472, 531855.7934395402 4199366.353084183, 531848.7318304729 4199352.012651454, 531840.7708064627 4199342.994480823, 531831.221670538 4199335.634442012, 531789.8423115516 4199311.174935869, 531762.0065792333 4199306.295925348, 531753.1231937626 4199299.437850967, 531752.9836800084 4199299.159927012, 531753.3665632186 4199291.061830495, 531764.293610418 4199260.370185477, 531767.9336261854 4199228.096936736, 531764.6156229306 4199200.012915952, 531755.7742792801 4199168.689834546, 531759.8425402461 4199161.9374708, 531778.1547795669 4199152.910359283, 531781.1526932222 4199150.25911871, 531784.2569975128 4199142.837306842, 531783.7767189378 4199130.741549695, 531772.9281237517 4199095.860161886, 531772.3512944115 4199063.348655254, 531773.4420414516 4199015.498803338, 531775.648574445 4198999.40806707, 531775.9897325271 4198981.690177623, 531777.7037220582 4198965.719579806, 531780.6626697493 4198957.276435281, 531797.182154261 4198939.35506243, 531809.3736410941 4198924.900837739, 531814.5253593321 4198915.256834369, 531819.7004915777 4198901.851614768, 531822.1794033156 4198890.322123738, 531821.1350848306 4198880.920337419, 531818.2036070096 4198870.967548627, 531816.899843287 4198860.488510062, 531815.8732307639 4198846.526621277, 531811.8592054583 4198839.265790096, 531806.2179171115 4198834.672610446)"
